kata,df
expression,3
suratdi,3
brovey,3
cctv,4
kirsch,1
spasial,2
sinar-x,1
impelemtasi,1
top-had,1
bottom,1
had,1
pemrograman,6
contoh,1
pemrosesan,1
urinalisis,1
kamera,2
fisika,3
tekstil,2
ekualisasi,2
telur,5
omega-3,2
clahe,2
jelas,2
pantul,2
rontgen,4
asli,2
cair,1
konsumsi,1
bbm,2
materi,6
pisang,1
his,2
ycbcr,1
tsl,1
nipis,2
busuk,2
robot,2
lane,1
tracking,3
neighbour,2
beda,2
daging,2
babi,2
blind,1
watershed,3
spatial,1
pemroses,1
mentimun,1
denganmetode,1
doc,2
fusi,1
multispektral,1
pankromatik,1
otsu,6
thresholding,3
ras,2
aljabar,2
diskrit,4
grup,1
vi,1
logarithmic,1
komposisi,2
interpretasi,1
satelit,4
biometrika,1
garis,2
telapak,1
mahalanobis,1
renda,1
ambang,1
laku,3
naskah,3
arab,2
mulia,2
pipa,1
dekomposisi,1
gera,2
tranformasi,1
yuv,1
intensitas,2
pixel,1
panas,1
payudara,1
measurement,1
underwater,1
capsicum,1
annum,1
block,1
ultraviolet,5
homogeneity,1
tulang,2
gabor,6
songket,2
arithmetic,5
mean,12
speckle,7
ortokromatik,5
nose,1
removal,1
wiener,2
pepper,8
muka,2
24bit,1
halus,5
smoothing,17
menggunakanmetode,1
arithmatic,1
derivatif,1
hapus,1
gpu,1
threshold,2
magnetic,2
resonance,2
imaging,2
midpoint,3
akurat,1
geometric,3
mammogram,2
low,1
lpf,1
derau,1
band,2
reject,2
x-ray,1
kontur,2
opening,2
closing,2
operator,3
laplacian,2
ultrasonografy,2
zentyal,1
anta,1
arges,1
order-statistic,1
spekle,1
selt,1
papper,1
harmonic,1
morphological,2
kilas,1
threshoding,1
apel,1
manalagi,1
visi,1
gejala,2
drone,1
sift,1
morfologis,1
gorga,1
luas,2
timah,1
background,2
subtraction,2
lafadz,1
allah,1
al-qur,1
peirce,1
croping,1
nali,1
brawijaya,3
klasifikasiberbasis,1
piksel,1
syntheticaperture,1
stroberi,1
edge,1
retinopati,1
slot,1
kereta,2
lanjut,2
manula,1
prewitt,1
ekstrasi,1
katarak,1
sample,1
sel,2
merah,1
akurasi,2
scenes,1
rgb,2
oriented,6
architecture,10
eksekutif,2
global,9
restful,6
json,3
jwt,3
interoperabilitas,1
replika,1
pangkal,1
dikti,1
adm,3
rsud,2
soegiri,1
pontianak,5
architechture,2
view,1
scrum,1
seleksi,6
madrasah,3
aliyah,1
kare,1
madiun,4
purwarupa,1
massive,1
course,1
moocs,1
orientasi,1
servis,1
resource,3
planning,5
hmac,2
sha-512,2
swasta,3
soa,1
e-academic,1
unified,1
usdp,1
penyelengaraan,1
pascamerger,1
pondok,7
pesantren,8
akuntansi,5
enteprise,1
d,2
santi,1
komunikatif,1
academic,2
purposes,1
bumigora,1
page,1
159-163,1
puluh,2
nopember,2
its,3
integration,1
katolik,2
parahyangan,1
disnakersostrans,1
purwakarta,1
otentikasi,1
platform,2
2000,1
novell,1
netware,1
ftif,1
aset,5
nusoap,1
center,3
antar,2
bin,1
wide,1
sosial,2
papan,1
civitas,1
polines,1
9,2
luhur,2
tumbuh,1
boarding,1
koleksi,1
raden,1
fatah,1
catat,1
sumedang,2
systems,2
finger,1
print,1
international,2
sale,1
bhakti,1
pare,1
stikesal-irsyad,1
al-islamiyyah,1
cilacap,1
zachman,3
operasional,2
sbu,1
aircraft,1
dirgantara,1
unram,1
hot,1
tam,3
simpeg,1
41,3
iii,1
perbanas,1
stemprocsi,1
asuh,1
tanjungpura,4
peran,6
saing,5
kantin,1
sat,1
nusapersada,1
siakad,2
end-user,2
satisfaction,2
eucs,3
penting,3
djp,1
pieces,2
logistik,5
tanggulang,3
siec-its,1
tele,1
smart-city,2
sukses,4
dipanegara,1
pamulang,2
asistensi,1
alauddin,1
bulletin,1
poster,1
nfc,2
nikkatsu,1
electric,1
works,1
sidang,2
unikom,2
sp,1
800-30,1
revisi,1
visual,2
etetoolkit,1
beta-thalassemia,1
jawa,4
auto,2
reply,2
markup,2
inventaris,2
surakarta,3
abstrak,1
unsoed,1
indonusa,1
reporting,1
keluarga,3
x,8
timur,2
e-cr,1
unit,3
library,1
itil,1
operation,1
anggota,1
ukm,2
zaradika,1
dci,1
eap,1
simple,12
servqual,1
jurnal,2
suryakancana,2
cianjur,3
pesawat,2
terbang,3
plagiarisme,1
group,2
radiusdesk,1
codeigniter,2
ci,1
arsip,1
amikom,1
purwokerto,2
krisis,1
quantum,1
kediklatan,1
disiplin,1
siap,2
sertifikasi,1
profesi,2
tis,1
subang,1
frequency-inverse,1
floyd-warshall,1
waterfall,7
geografis,53
tegal,7
haversine,2
formula,2
sisteminformasi,1
kebumen,1
praktek,2
bidan,2
pangan,2
kupang,1
tani,1
bone,1
tanggung,1
positioning,1
gps,1
gis,4
jerawat,1
navagreen,1
usability,1
prabumulih,1
mjm,1
kkn,2
posdaya,1
ahmad,1
dahlan,1
maps,2
api,4
rawan,2
buleleng,1
erti,1
bird,1
contest,1
sig,3
via,1
celaka,2
mojokerto,1
heatmap,1
hiv,1
aids,1
khas,3
smp,9
kartasura,2
skor,1
h-index,1
author,1
id,1
scopus,1
browsing,1
http,1
www,1
klik,1
preview,1
kumuh,1
rajin,4
tenun,1
gerabah,1
e-parking,1
bpjs,1
palangka,3
rekreasi,1
palangkaraya,1
destinasi,1
karangasem,1
alir,1
sungai,2
sister,2
paperless,2
administration,2
laman,1
pesta,1
gorontalo,3
panglayungan,1
cipedes,1
location,2
tenaga,1
wakaf,1
laundry,2
e-laundry,1
tomohon,1
breadth,1
jambi,2
tabrak,1
selamat,2
tampan,1
hortikultura,1
sayur,1
se-kabupaten,1
pati,2
gianyar,1
sirkulasi,1
slims,1
fityah,1
animasi,4
dahsyat,2
sedekah,2
2d,3
animation,2
graphic,2
lolos,1
lpse,2
pikir,13
soal,1
kalkulus,1
umum,4
majors,1
content-based,1
instruction-cbt,1
technopreneur,1
self-sufficiency,1
e-modul,2
xii,2
datamining,1
ud,3
selular,1
moving,9
average,7
jilbab,1
zaky,1
double,3
exponential,16
kedai,1
triple,4
smooting,2
wema,1
ihsg,2
garment,1
stok,2
avarage,2
la,1
tahzan,1
samarinda,2
trend,3
adbel,1
handphone,2
john,1
cell,1
muara,1
ancalong,1
tenggarong,1
seberang,1
winter,1
baku,2
cafe,1
series,3
grosir,2
roda,1
sengkaling,1
material,1
average-based,1
hari,3
susu,1
hamzah,1
farma,2
arima,1
long,1
metiska,1
y,1
square,1
mas,1
ringga,1
pupuk,1
numerik,1
kooefisien-koefisien,1
samar,1
runtun,1
gitar,1
mulus,1
amanah,1
mart,1
dapat,1
forecast,1
kubis,1
tas,1
firdaus,1
bag,1
departemen,3
scada,1
inferensi,1
trafo,1
gardu,1
multi-objective,2
ratio,2
moora,2
honorer,1
promethee,4
ekstrakurikuler,2
saw,8
beasiswa,8
laptop,2
multiple,5
attribute,3
making,3
pkh,1
additive,10
weighting,10
naik,4
jabat,8
gap,2
raport,1
tidak,1
golong,1
8,1
seluma,1
beras,1
preference,1
by,1
ideal,1
solution,1
janabadra,2
heirarchy,1
paud,1
smarter,1
strukturalkaryawan,1
ibi,2
darmajaya,2
urus,1
weight,1
product,4
pasok,1
musik,2
studio,1
tools,1
edi,1
topsis,5
notebook,1
karir,1
class,1
dengna,1
jurnalis,1
ahp-topsis,1
harga,1
adiwiyata,1
pelalawan,2
inap,1
komponen,2
pandu,1
kategori,1
ahli,3
going-concern,1
uncertainty,1
auditing,1
criteria,1
utility,1
assessment,1
prioritas,3
meubel,1
kemas,2
maria,1
goretti,1
mudah,2
seluler,1
pamella,1
buka,1
cabang,2
variasi,1
kelai,1
spk2t,1
sgd,2
osis,2
mts,2
al-ikhlas,1
sugeno,1
menganalisa,1
identity,1
disorder,1
keputusanpengembangan,1
parung,1
wp,1
balai,3
sembawa,1
rad,3
lbs,1
koordinat,1
ii,2
vikor,2
angkat,1
ayn,1
tinggal,1
sawstudi,1
cermat,1
electre,1
hieararchy,1
capella,1
dinamik,1
otomotif,1
dss,1
cukup,1
kurowo,1
bambu,2
dusun,1
brajan,1
gamifikasi,4
lms,2
delone,2
mclean,2
internal,1
logistics,1
ekspedisi,1
akuntabilitas,1
diagram,2
uml,2
bayar,3
tunai,2
fashion,1
omah,1
deskriptif,1
underwear,1
front,2
office,2
gunung,4
djati,2
mikro,1
umkm,1
27001,1
smki,1
uika-bogor,1
b2b,1
bpmn,1
niaga,1
furniture,2
ucd,2
centered,4
putri,2
intan,2
shop,3
tani-cirebon,1
stasiun,1
piranti,1
align,1
organise,1
apo,1
monitor,1
evaluate,1
assess,1
mea,1
praktik,3
unesa,1
konseptual,1
simlog-pb,1
ajax,1
lancar,1
abadi,2
univeritas,1
cadang,1
hasjrat,1
sudirman,1
simrs,1
brebes,1
sirs,1
simase,1
accessories,1
mujahidah,1
cool,1
e-bisnis,2
pkbm,2
paja,2
masakan,2
kutabumi,2
ekspektasi,1
faktor,2
m-learning,1
sertifikat,1
relationship,49
po,2
chelsy,2
crm,20
websitepada,1
toyoriz,1
busindo,1
metodologi,1
institusi,2
animha,1
nusa,1
medika,1
meritjan,1
natur,1
salon,1
spa,1
bebiluck,1
kerudung,1
nuri,1
collection,1
loyalitas,4
olahraga,2
puasa,2
rs,2
cicendo,1
e-crm,1
dynamic,5
reservation,1
duta,1
insani,1
keluh,2
bungsu,1
managementdalam,1
lihat,1
marketplace,1
baju,1
ladya,1
selling,2
butik,1
ezpresso,1
customers,1
outlet,1
gorden,1
indah,1
php,3
pick,1
up,1
nobirencar,1
apotik,1
wira,1
prima,1
relatonship,1
telenursing,1
literature,1
yt,1
wall,1
interior,1
menggunakanframework,1
outdoor,1
lunas,1
pasien-berbasis,1
obstetri,1
ginekologi,1
fkui-rscm,1
pxp,1
tour,4
travel,2
muaratour,1
georgette,1
tokofarah,1
proces,1
transition,1
proyek,1
ubah,1
kano,1
beberapa,1
wan,1
rafalsindo,1
multi-path,1
dmpo,1
abdi,1
kepada,1
kerjasama,1
e-service,1
ria,1
kencana,1
ungu,1
rku,1
operational,1
keripik,1
bu,1
sayom,1
e-enrollment,1
menu,1
ibu,1
salin,1
hermina,1
tangkubanprahu,1
calendar,1
-modul,1
bal,4
lamappapoleonro,2
miniatur,1
madam,1
pra,1
evakuasi,1
wifi,1
pustikom,1
free,1
moodle,1
vicon,1
motivasi,2
mutu,2
dekstop,3
implikasi,2
security,1
siem,1
seluruh,1
hypertext,1
prepocessor,1
persepsi,1
discovery,1
6,1
smartphoneterhadap,1
tidur,1
sigli,2
pidie,1
pratikum,1
gerak,2
tumpang,1
efektif,2
efisien,1
propinsi,1
kepulaun,1
student,1
scl,1
kristen,2
hidup,3
piutang,1
arus,1
kas,1
ontologi,1
blended,3
midtrans,1
ipanda,1
wabula,1
edmodo,1
semester,2
banjar,1
matakuliah,3
kurikulum,3
ganesha,1
telaah,1
pisa,1
2021,1
computational,30
alice,1
d4,1
unpar,1
steam,1
robotika,4
sederhana,1
se-kecamatan,1
wirobrajan,1
kolb,1
rps,1
balanced,1
scorecard,1
n,4
01,1
sei,1
kijang,1
flipbook,1
gerbang,1
livewire,1
logis,3
vokasional,1
gali,1
alam,3
bi-national,1
jiran,1
hingga,1
smp-smk,1
bebras,9
scratch,1
kidul,1
biro,1
maranatha,1
2017-2018,1
edukasi,30
generalization,1
abstraction,1
mi,1
nurul,1
sekarbela,1
teluk,1
banjarmasin,1
tembalang,1
komputasional,3
2016,1
pandai,1
tsanawiyah,2
society,1
50,1
gorlids,1
kids,1
4-6,1
solving,2
kritis,2
depan,1
garut,1
multiplatform,1
scirra,1
construct,2
lomba,1
se-bantul,1
aceh,2
kognitif,1
challenge,3
skill,1
cts,1
banda,1
siswa-siswi,1
7,3
graf,1
matematik,1
kooperatif,1
stad,1
combinatorial,1
2019,1
kuta,1
badung,1
terampil,1
literatur,1
otomata,1
nama,1
hewan,5
macromedia,1
flash,6
muncang,1
peristiwa,2
permesta,1
jelajah,2
ragam,1
kisah,1
panji,1
lem,1
serious,2
angklek,1
bilomatika,1
3d,5
unity3d,1
engine,5
unsrat,1
unity,4
sulawesi,3
dodorobe,1
banten,1
shorinji,1
kempo,1
nihongo,1
benkyou,1
pupuh,1
walisongo,1
herbalist,1
adobe,4
professional,1
cs5,1
biologi,4
vii,1
15,1
tutorial,2
jegog,2
lubdhaka,1
maze,1
island,1
edukatif,1
usah,1
waris,1
12-15,1
perang,1
tondano,1
person,1
shooter,2
merdeka,1
februari,1
1946,1
satua,1
pan,1
cubling,1
volly,1
greedy,1
pearls,1
theory,1
acceptance,1
purba,1
benda,1
scoring,1
timing,1
cookurubukan,1
biak,1
mechanics,1
dynamics,1
aesthetics,1
mda,1
role,1
playing,1
jombang,1
makhluk,1
reptilia,1
xi,4
role-playing,1
maker,1
mv,1
storyboard,1
cerita,2
rakyat,1
lara,1
labrin,1
akhlak,1
motorik,1
skrisi,1
subnetting,1
ipv4,1
origami,1
addie,1
statistika,1
spss,1
komik,1
hadist,1
morse,1
semaphore,1
budi,1
agung,1
hangeul,1
eve-ng,1
project,3
rangkai,1
elektronika,2
balon,1
unhasy,1
mura,1
finate,1
automata,1
indie,1
komersial,1
aku,1
cinta,1
matrik,1
memori,1
lacak,1
tutoring,1
produktif,1
jeneponto,1
teknik-universitas,1
icare,1
mm2,1
klungkung,1
vedc,1
practice-rehearsal,1
pairs,1
pasang,1
diklat,1
hopfield,1
coreldraw,1
himpun,1
pre-questioning,1
tari,2
aktivitas,1
mpls-vpn,1
sigil,1
videografi,1
cs6,1
semu,1
unilak,1
kode,1
bantul,1
pjbl,1
kreativitas,1
pokok,1
bahas,2
fitness,1
mula,1
sop,1
santo,1
thomas,1
autodesk,1
3ds,1
max,1
ipa,2
aktif,1
appypie,1
semster,1
ganjil,1
taruna,1
dreamweaver,1
pasundan,1
near,1
field,1
communication,2
adat,3
tountemboan,1
organ,1
damping,1
master-plan,1
lumajang,1
palette,1
dominan,1
kertas,1
tuna,1
netra,1
ar,3
satwa,1
langka,1
itn,1
agen,1
ftik,1
angin,1
iv,1
al-barokah,1
vuforia,1
stt-pln,1
m-commerce,1
survei,1
tcp,1
futsal,1
sequential,1
balinese,1
fruit,1
yogya,1
markerless,1
rumus,1
vuporia,1
sdk,1
brosur,1
ktp,1
marker,2
hardware,1
logo,1
pemanfataan,1
ukrida,1
pkkmb,1
metamorfosis,1
serangga,1
unipma,1
fabel,1
nopel,1
kokun,1
purbakala,1
surya,1
djarum,1
lapis,1
kabela,1
bolaang,1
mongondow,1
sangir,1
economics,1
