Judul,Nama Bidang,Nilai Prediksi
 Implementasi Metode Generalized Vector Space Model pada Aplikasi Information Retrieval,Penerapan Information Retrieval,4.9987476118417934e-20
 SISTEM PAKAR UNTUK MENDIAGNOSIS PENYAKIT TANAMAN JERUK LIMAU MENGGUNAKAN METODE BAYES,Penerapan Sistem Pakar,4.9687394430927715e-22
Sistem Pakar Pendiagnosaan Dermatitis Imun Menggunakan Teorema Bayes,Penerapan Sistem Pakar,1.994546650630873e-11
Sistem Pakar Mendiagnosa Penyakit Kaki Gajah Menggunakan Metode Certainty Factor,Penerapan Sistem Pakar,1.5316198496121618e-17
 Penerapan Metode Failure Mode and Effect Analysis FMEA dan Expert System Sistem Pakar,Penerapan Sistem Pakar,1.333122287466661e-22
Penerapan sistem pakar untuk mendiagnosa penyakit pada kehamilan,Penerapan Sistem Pakar,3.0450133120988014e-14
Sistem Pakar Diagnosa Penyakit Paru-Paru Pada Anak Dengan Metode Dempster-Shafer,Penerapan Sistem Pakar,2.0291981043199562e-18
 Sistem pakar diagnosa penyakit tanaman padi berbasis web dengan forward dan backward chaining,Penerapan Sistem Pakar,3.7045661148469555e-29
Penerapan sistem pakar untuk diagnosa penyakit dan hama tanaman cabai dengan metode forward chaining,Penerapan Sistem Pakar,3.1798377995281302e-25
Penerapan Sistem Pakar Untuk Diagnosa Gizi Buruk Pada Balita Menggunakan Metode Fuzzy Mamdani,Penerapan Sistem Pakar,2.692917868156629e-17
Penerapan Sistem Pakar Diagnosis Jerawat Berbasis Web Studi Kasus Navagreen Citra Raya,Penerapan Sistem Informasi Geografis,2.7043673123204577e-29
Penerapan Data Mining Algoritma C4 5 dalam Menentukan Rekam Jejak Kinerja Dosen STT Harapan Medan,Penerapan Data Besar,2.1755964794961486e-38
 Kombinasi Metode K-Nearest Neighbor dan Naive Bayes Untuk Klasifikasi Data,Penerapan Penambangan Teks,3.652548906400408e-24
Penerapan data mining dengan metode kalsifikasi menggunakan decision tree dan regresi,Penerapan Data Besar,1.5996438174993127e-20
PEMANFAATAN TEKNIK PENAMBANGAN DATA PADA PERGURUAN TINGGI,Penerapan Global Professional Practice,1.0647810861816532e-20
Penerapan Metode Algoritma Apriori dan FP-Tree Pada Penentuan Pola Pembelian Obat,Penerapan Data Besar,7.155155226217715e-21
PENERAPAN DATA MINING DENGAN METODE K-MEANS CLUSTERING UNTUK MENGUKUR TINGKAT KELULUSAN MAHASISWA FAKULTAS ILMU KOMPUTER …,Penerapan Data Besar,1.5051332538534633e-35
Penerapan Data Mining Menggunkan Algoritma K-Means Clustring Pada Penerimaan Mahasiswa Baru,Penerapan Data Besar,1.266804583250404e-37
Penerapan Data Mining Untuk Evaluasi Data Penjualan Menggunakan Metode Clustering Dan Algoritma Hirarki Divisive Di Perusahaan Media World Pekanbaru,Penerapan Data Besar,6.601161038182896e-40
Pemodelan Klasifikasi dalam Meningkatkan Proses Pemilihan Calon Karyawan dengan Metode C4 5 dan Jaringan Syaraf Tiruan,Penerapan Penambangan Data,1.678401607972965e-42
Penerapan Data Mining Menggunakan Association Rules Untuk Mendukung Strategi Pemasaran,Penerapan Penambangan Data,1.0498017109863891e-22
 PENERAPAN NAÏVE BAYES CLASSIFIER UNTUK KLASIFIKASI BERITA KRIMINAL DI KALIMANTAN SELATAN IMPLEMENTATION OF NAIVE BAYES …,Penerapan Penambangan Teks,8.204345710924658e-37
 PENERAPAN SUPPORT VECTOR MACHINE DAN WORD2VEC PADA OTOMASI PENAMBANGAN FRASA DARI DOKUMEN BAHASA INDONESIA,Penerapan Penambangan Data,3.109406355324049e-32
Klasifikasi Berita Lokal Radar Malang Menggunakan Metode Naïve Bayes Dengan Fitur N-Gram,Penerapan Penambangan Teks,2.6669035644139416e-32
Penerapan Data Mining Untuk Menentukan Penerima Jaminan Kesehatan Daerah Jamkesda Dengan Metode Decision Tree C4 5,Penerapan Penambangan Data,9.93107108727821e-38
Filtering Sms Spam Menggunakan Metode Artificial Immune System ais Dan Algoritma Tokenization With Vectors,Penerapan Kecerdasan Buatan,5.805247331856476e-27
Penerapan Algoritma Fuzzy C-Means Untuk Clustering Pelanggan Pada CV Mataram Jaya Bawen,Penerapan Penambangan Data,4.098576529804397e-44
Analisa Metode Classification-Decission Tree dan Algoritma C 45 untuk Memprediksi Penyakit Diabetes dengan Menggunakan Aplikasi Rapid Miner,Penerapan Data Besar,3.726670857160498e-36
PENERAPAN ALGORITMA C45 BERBASIS PARTICLE SWARM OPTIMIZATION PSO DALAM PREDIKSI SISWA LOLOS SELEKSI MASUK PERGURUAN TINGGI …,Penerapan Global Professional Practice,1.9744000617782237e-43
Penerapan Algoritma Fuzzy C-Means Untuk Clustering Pelanggan Pada CV Mataram Jaya Bawen,Penerapan Penambangan Data,4.098576529804397e-44
Penerapan Algoritma Apriori TID Sebagai Metode Optimasi Pencarian Data Pada Aplikasi Mobile Sidoarjo on Hands SoH,Penerapan Penambangan Data,3.763455063729251e-42
Penerapan Algoritma C 45 Dalam Memperoleh Decision Tree Untuk Memprediksi Penentuan Resiko Kredit Pada Bank Bpr Bukittandang Mandiri Padang …,Penerapan Data Besar,4.767054138648251e-43
PENERAPAN METODE OLAP DALAM SIE PELAYANAN ADMINISTRASI KECAMATAN MEGANG SAKTI BERBASIS WEB,Penerapan Intelijen Bisnis,3.4400573304575126e-27
Penerapan Data Mining Algoritma Apriori Dalam Sistem Informasi Penjualan,Penerapan Data Besar,1.9708569045226767e-20
Penerapan Knowledge Management System Menggunankan Algoritma Levenshtein,Penerapan Intelijen Bisnis,5.977732162645486e-16
 Penerapan Steganografi File Gambar Menggunakan Metode Least Significant Bit LSB dan Algoritma Kriptografi Advanced Encryption Standard AES …,Penerapan Enkripsi,3.619015864609363e-41
 PEMBANGUNAN APLIKASI BISNIS INTELIJEN BERORIENTASI SERVIS PADA ENTERPRISE RESOURCE PLANNING DENGAN PENTAHO …,Integrasi Sistem dan Arsitektur,3.789490982962709e-27
Implementasi OLAP Menggunakan Dashboard Holistics Software Pada LPPM STMIK Pelita Nusantara,Penerapan Intelijen Bisnis,1.0309508939720216e-17
Teknologi load balancing untuk mengatasi beban server,Penerapan Teknologi Jaringan,5.880736842846455e-53
 Teknologi Informasi Aplikasi dan Penerapannya,Penerapan Manajemen Informasi,5.048401195637101e-10
[HTML][HTML] SEMINAR NASIONAL PENDIDIKAN TEKNIK INFORMATIKA SENAPATI,Penerapan Penambangan Teks,2.1100461030039968e-26
 Pengukuran Tingkat Kesiapan daan Pengembangan Model Kota Cerdas Smart City Kabupaten Pamekasan,Penerapan Smart Living,5.615109458538767e-29
 Webmarket Produk Kayu Lokal Kediri Sebagai Upaya Mewujudkan Smart Economy City,Penerapan Smart Living,1.6010191653408204e-29
… E-GOVERNMENT DALAM MEWUJUDKAN SMART GOVERNANCE PADA DINAS KOMUNIKASI DAN INFORMATIKA PEMERINTAHAN KOTA BANDUNG,Penerapan Smart Living,6.749526651886195e-27
Inovasi SIEC-ITS dalam Implementasi Teknologi Informasi dan [Tele] Komunikasi Mendukung Framework Smart-city yang Berkelanjutan,Penerapan Manajemen Informasi,1.1502118251970652e-26
Smart City Konsep Kota Cerdas Sebagai Alternatif Penyelesaian Masalah Perkotaan Kabupaten/Kota Di Kota-Kota Besar Provinsi Sumatera Utara,Penerapan Smart Living,1.95907318585212e-50
STRATEGI PEMERINTAH KOTA TANJUNGPINANG DALAM MEWUJUDKAN TANJUNGPINANG SMART CITY,Penerapan Smart Living,9.0863238630857e-16
Strategi Manajemen Tata Kelola Perencanaan Smart City Kabupaten Kendal,Penerapan Smart Living,3.8288762494174873e-25
PENERAPAN TEKNOLOGI INFORMASI DALAM PENGEMBANGAN PARIWISATA BERBASIS SMART VILLAGE DESA AIKDEWA,Penerapan Smart Living,2.810410335179444e-25
PENDAMPINGAN PENYUSUNAN MASTER-PLAN SMART-CITY LUMAJANG,Penerapan Augmented Reality,2.502436926958684e-05
Perhitungan Tingkat Kesiapan Implementasi Smart City Dalam Perspektif Smart Governance Dengan Metode Fis Mamdani,Penerapan Smart Living,1.4841366343895556e-30
Sistem Internet of Things IoT Berbasis Cloud Computing Dalam Campus Area Network,Penerapan IoT,2.4443201812427746e-33
 Penerapan Cloud Computing sebagai Sarana Pembelajaran Siswa,Penerapan Komputasi Awan,7.010766990001479e-16
PENERAPAN SISTEM PENYIMPANAN CLOUD COMPUTING MENGGUNAKAN OWNCLOUD UNTUK PENGOLAHAN DATA PADA UNIVERSITAS ISLAM …,Penerapan Komputasi Awan,2.1474785422397447e-27
 Wacana Cloud computing di Universitas Islam Indonesia,Penerapan Komputasi Awan,4.486802771561981e-15
Analisis Dan Implementasi Owncloud Sebagai Media Penyimpanan Pada Yayasan Salman Al–Farisi YOGYAKARTA,Penerapan Komputasi Awan,3.9557611304383245e-24
Pembangunan WebOS Sebagai Salah Satu Penerapan Konsep Cloud Computing,Penerapan Komputasi Awan,9.06613013973764e-23
 WEBSITE PROFIL BERBASIS CLOUD COMPUTING DENGAN MODEL LAYANAN SOFTWARE AS A SERVICES,Penerapan Komputasi Awan,4.143303920889671e-31
Implementasi Infrastructure As a Service Dengan Eucalyptus Dalam Pembuatan Voice Over IP Berbasis Trixbox Di SMK SYUBBANUL Wathon Magelang,Penerapan Virtualisasi Jaringan,2.2485646860844208e-27
Rancang Bangun Sistem Informasi Perhotelan Berbasis Komputasi Awan,Penerapan Komputasi Awan,7.875580104635369e-25
 Analisis Kelayakan Implementasi Cloud Computing dengan Metode Ranti's Generic IS/IT Bussiness Value pada Badan Pengusahaan Batam,Skalabilitas dan Analitik Data,1.9072093502776597e-37
Konsep Internet Of Things Pada Pembelajaran Berbasis Web,Penerapan IoT,9.227444483425905e-20
[PERNYATAAN][C] Penerapan Teknologi IoT pada Tanaman Hidroponik menggunakan Arduino dan Blynk Android,Penerapan IoT,5.773523832226674e-50
PENERAPAN IOT INTERNET OF THING UNTUK MONITORING ONLINE PENGGUNAAN AIR PDAM PRABAYAR,Penerapan IoT,1.1233733486219342e-22
PENERAPAN IoT Internet of Thing TERHADAP SISTEM PENDETEKSI KESUBURAN TANAH PADA LAHAN PERKEBUNAN,Penerapan IoT,6.376970355868843e-34
Pemanfaatan Internet Of Things pada Kendali Lampu,Penerapan IoT,6.322221911580987e-17
PENERAPAN IoT Internet of Things SMART PARKING SYSTEM DAN PENDETEKSI KEBAKARAN DENGAN FITUR MONITORING,Penerapan IoT,2.9578429981898626e-29
 PENERAPAN IOT PADA MONITORING BUDIDAYA UDANG HIAS DALAM AKUARIUM BERBASIS ARDUINO,Penerapan IoT,3.083335307541813e-18
PENERAPAN IoT PADA RANCANG BANGUN SISTEM MINIATUR ROBOT PEMADAM API UNTUK MEMBANTU PROSES EVALUASI PRA EVAKUASI,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.4023760647245244e-30
[PERNYATAAN][C] Prototype Alat IoT Internet of Things untuk pengendali dan pemantau kendaraan secara realtime,Penerapan IoT,8.539760613940317e-36
RANCANG BANGUN SISTEM KEAMANAN PADA SMART BUILDING DENGAN PENERAPAN IoT INTERNET OF THINGS,Penerapan IoT,8.783723880193358e-28
Penerapan Sistem Keamanan Jaringan Menggunakan VPN Dengan Metode PPTP Pada PT Asri Pancawarna,Penerapan Teknologi Jaringan,2.235305976302017e-28
[PERNYATAAN][C] Penerapan Jaringan Virtual Private Network Untuk Keamanan Komunikasi Data Bagi PT Mega Tirta Alami,Penerapan Virtualisasi Jaringan,1.2894492329613595e-76
Penerapan enkripsi dan dekripsi file menggunakan Algoritma advanced encryption standard aes,Penerapan Enkripsi,1.1133236238072818e-22
Keamanan RESTful Web Service Menggunakan JSON Web Token JWT HMAC SHA-512,Integrasi Sistem dan Arsitektur,6.226363606554012e-47
Implementasi Kriptografi Pengamanan Data Pada Pesan Teks Isi File Dokumen Dan File Dokumen Menggunakan Algoritma Advanced Encryption Standard,Penerapan Enkripsi,4.435701131264375e-42
Penerapan Metode Waterfall Pada Desain Sistem Informasi Geografis Industri Kabupaten Tegal,Penerapan Sistem Informasi Geografis,2.561310423734385e-49
 PENERAPAN KEAMANAN BASIS DATA DENGAN TEKNIK ENKRIPSI,Penerapan Enkripsi,1.7259744678521914e-14
Aplikasi Pengamanan Data dan Disisipkan Pada Gambar dengan Algoritma RSA Dan Modified LSB Berbasis Android,Penerapan Keamanan Data,6.1074608160011414e-30
Penerapan Algoritma RSA dan Affine Cipher untuk keamanan pesan teks menggunakan androidSkripsi T Informatika 2015,Penerapan Keamanan Data,5.975086832058284e-46
Penerapan Keamanan Penyampaian Informasi Melalui Citra dengan Kriptografi Rijndael dan Steganografi LSB,Penerapan Enkripsi,9.127697546350476e-28
Penerapan Sistem Keamanan Menggunakan Cryptography Pada Aplikasi Chatting Dengan Memodifikasi Algoritma Rivest Shamir Adleman Rsa,Penerapan Keamanan Data,7.193469080958298e-34
[PERNYATAAN][C] Penerapan Jaringan Virtual Private Network Untuk Keamanan Komunikasi Data Bagi PT Mega Tirta Alami,Penerapan Virtualisasi Jaringan,1.2894492329613595e-76
Pemanfaatan Private Cloud Storage Sebagai Media Penyimpanan Data E-Learning Pada Lembaga Pendidikan,Penerapan Komputasi Awan,3.386084909963398e-33
Penerapan Model Promosi Berbasis Web Captive Portal Hotspot dengan Manajemen Terpusat,Penerapan Teknologi Nirkabel,4.857596122877665e-29
Analisa Real-Time Data Log Honeypot Menggunakan Algoritma K-Means Pada Serangan Distributed Denial Of Service,Penerapan Data Besar,1.798063795452975e-29
Kontrol Akses Pintu Rumah Menerapkan Konsep OTP One Time Password Untuk Meningkatkan Keamanan Dengan Implementasi IoT Internet Of Things,Penerapan IoT,3.794990760826982e-42
Penerapan Algoritma RSA dan Affine Cipher untuk keamanan pesan teks menggunakan androidSkripsi T Informatika 2015,Penerapan Keamanan Data,5.975086832058284e-46
PENERAPAN DATA MINING UNTUK MEMPREDIKSI KEAMANAN VIRTUAL PRIVATE SERVER VPS DENGAN ALGORITMA C4 5,Penerapan Penambangan Data,8.621668455574651e-31
Implementasi Indeks KAMI di Universitas Sam Ratulangi,Penerapan Keamanan Cyber,1.0939387248615604e-10
 Implementasi Sistem Keamanan Toko Berbasis Internet of Things,Penerapan IoT,4.140019610317971e-20
[PERNYATAAN][C] Penerapan virtualisasi desktop pada jaringan komputer berbasis diskless studi kasus MA Annida Al-Islamy Bekasi,Penerapan Virtualisasi Jaringan,6.412873910147348e-32
Pembelajaran Kolaborasi Dengan Aplikasi EVE-NG Pada Pembelajaran Jaringan Komputer Di Universitas Negeri Surabaya,Multimedia,1.0523557170616214e-27
Identifikasi Bukti Forensik Jaringan Virtual Router Menggunakan Metode NIST,Penerapan IT Forensik pada Jaringan,2.4499730862017357e-47
SISTEM PENDUKUNG KEPUTUSAN KELULUSAN BEASISWA UNTUK SISWA TIDAK MAMPU,Penerapan Sistem Pendukung Keputusan,1.2335963350088716e-20
ANALISIS KINERJA TEKNOLOGI VIRTUALISASI SERVER STUDY KASUS UNIVERSITAS ASAHAN,Penerapan Virtualisasi Jaringan,5.272834114405831e-28
 Analisis Penerapan Firewall Nftables sebagai Sistem Keamanan Server pada Mesin Virtualisasi,Penerapan Virtualisasi Jaringan,2.361163791139771e-25
Analisa Penerapan Private Cloud Computing Berbasis Proxmox Virtual Environment Sebagai Media Pembelajaran Praktikum Manajemen Jaringan,Penerapan Virtualisasi Jaringan,8.652901768352464e-42
Karakteristik Model dan Analisa Peluang-Tantangan Industri 40,Penerapan Global Professional Practice,7.199062248826163e-20
Analisis Perbandingan Kinerja Jaringan Thin Client Terdistribusi pada Dumb Terminal dan Diskless,Penerapan Virtualisasi Jaringan,1.7091553376814032e-30
Analisa Perbandingan Implementasi Algoritma Dijkstra dan Depth-first Search Pada Jaringan Software Defined Network,Penerapan Virtualisasi Jaringan,6.541637293603149e-30
 Analisis dan Optimalisasi Jaringan Menggunakan Teknik Load Balancing Studi Kasus Jaringan UAD Kampus 3,Penerapan Teknologi Jaringan,8.495901283324925e-34
Penerapan Algoritma K-Means Pada Siswa Baru Sekolahmenengah Kejuruan Untuk Clustering Jurusan,Penerapan Data Besar,1.6025351908461121e-22
[PERNYATAAN][C] Penerapan Teknologi IoT pada Tanaman Hidroponik menggunakan Arduino dan Blynk Android,Penerapan IoT,5.773523832226674e-50
Penerapan Teknologi Jaringan Mobile Ad-hoc Network MANET Untuk File Transfer,Penerapan Virtualisasi Jaringan,3.3515755927486085e-36
Penerapan Metode Waterfall Dalam Perancangan Sistem Informasi Ujian Pada SMK Indonesia Global Berbasis Web,Penerapan Sistem Informasi Geografis,1.4345998957214345e-65
 Penerapan Metode Usability Testing Pada Evaluasi Situs Web Pemerintahan Kota Prabumulih,Penerapan Sistem Informasi Geografis,1.2254473590568768e-24
 Penerapan Teknologi Informasi Pada Dunia Kedokteran Peluang dan Hambatan Penerapan Pengobatan Jarak Jauh Berbasis Internet di Negara Berkembang,Penerapan IoT,9.377634338915193e-37
Teknologi Informasi,Penerapan Manajemen Informasi,4.0978094839656537e-07
Penerapan Kombinasi Algoritma Base64 Dan Rot47 Untuk Enkripsi Database Pasien Rumah Sakit Jiwa Prof Dr Muhammad Ildrem,Penerapan Enkripsi,1.8127151929108856e-42
Analisa Penerapan Togaf Dan Cobit Dalam Tata Kelola Teknologi Informasi Sebagai Usulan Pada Kementerian Energi Dan Sumber Daya Mineral,Penerapan Bisnis Elektronik Sistem Informasi,1.5574388784149356e-42
Penerapan Teknologi Jaringan Mobile Ad-hoc Network MANET Untuk File Transfer,Penerapan Virtualisasi Jaringan,3.3515755927486085e-36
Penerapan Problem Based Learning Untuk Higher Order Thinking Skills Pada Siswa Pendidikan Teknik Informatika,Penerapan Global Professional Practice,1.0295817586375679e-33
Strategi Implementasi Teknologi Wireless Pada E-Health,Penerapan Teknologi Nirkabel,1.7935968505472118e-10
Penerapan Teknologi Radio Frequency Identification RFID Pada Data Kunjungan Perpustakaan,Penerapan Teknologi Nirkabel,2.156443118885608e-27
Penerapan Wireless Distribution System WDS Mesh Untuk Optimasi Cakupan Area Wi-Fi di UM Jember,Penerapan Teknologi Nirkabel,2.2752596171863692e-14
Teknologi load balancing untuk mengatasi beban server,Penerapan Teknologi Jaringan,5.880736842846455e-53
… Keamanan Jaringan Wireless Yang Terintergrasi Dengan Usermanager Menggunakan Mikrotik Studi Kasus DIV Teknik Informatika Politeknik Harapan Bersama,Penerapan Keamanan Cyber,1.2230889993846813e-44
PENERAPAN TEKNOLOGI CACHE SERVER BERBASIS IoT DENGAN RASPBERRY Pi3 MENGGUNAKAN METODE FORWARD CHAINNING,Penerapan IoT,3.612495741287055e-23
 Sistem Jaringan Nirkabel Dual-Sensor untuk Monitoring Data Medik Pasien,Penerapan IoT,2.927440806614645e-20
… UNTUK MEMANTAU UJIAN BERBASIS KOMPUTER MENGGUNAKAN NETSUPPORT SCHOOL STUDI KASUS LABORATORIUM TEKNIK INFORMATIKA …,Penerapan Teknologi Jaringan,2.025370056249442e-28
Pemanfaatan Telegram Sebagai Notifikasi Serangan untuk Keperluan Forensik Jaringan,Penerapan IT Forensik pada Jaringan,2.435096259152269e-23
Implementasi Log Dalam Forensik Router Terhadap Serangan Distributed Denial of Service DDoS,Penerapan IT Forensik pada Jaringan,6.3305740360343965e-25
Identifikasi Bukti Forensik Jaringan Virtual Router Menggunakan Metode NIST,Penerapan IT Forensik pada Jaringan,2.4499730862017357e-47
Analisis Log Snort Menggunakan Model Proses Forensic,Penerapan IT Forensik pada Jaringan,1.7262798899113274e-16
Forensic Image pada Gambar Steganografi,Penerapan Watermarking pada Citra,2.1470785587331124e-14
 Integrasi Metode Steganografi DCS Pada Image Dengan Kriptografi Blowfish Sebagai Model Anti Forensik Untuk Keamanan Ganda Konten Digital,Penerapan Watermarking pada Citra,3.6142669615841666e-46
DESAIN DAN IMPLEMENTASI PADA WIFI PUSTIKOM FREE ACCESS DI PUSAT TEKNOLOGI INFORMASI DAN KOMUNIKASI UNIVERSITAS NEGERI JAKARTA …,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.3022723586313997e-29
Analisa Network Forensics Pada Serangan Botnet,Penerapan IT Forensik pada Jaringan,7.429653131226768e-14
Analisis Forensik Jaringan pada WhatsApp,Penerapan IT Forensik pada Jaringan,1.058203896658679e-12
 PENGEMBANGAN SISTEM PENGAMAN JARINGAN KOMPUTER BERDASARKAN ANALISIS FORENSIK JARINGAN,Penerapan IT Forensik pada Jaringan,3.1668759800416e-27
Penerapan algoritma RSA Rivest Shamir Adleman dan Caesar Cipher untuk Enkripsi SMS Short Message Service bebasis androidSkripsi T Informatika 2015,Penerapan Enkripsi,1.66306042624294e-47
PENERAPAN ALGORITMA MD5 SEBAGAI PENGAMAN AKUN PADA APLIKASI WEB EMUSRENBANG KOTA BINJAI,Penerapan Keamanan Data,9.939390364577331e-31
Pengembangan Sistem Parkir Di Universitas Muria Kudus Dengan Menggunakan Enkripsi Data Dan Teknologi Barcode,Penerapan Keamanan Data,6.112077655488882e-34
 PENERAPAN METODE TWOFISH UNTUK APLIKASI ENKRIPSI FILE DAN FOLDER,Penerapan Enkripsi,2.1641198688569397e-12
 Analisis Keamanan Algoritma Enkripsi Citra Digital Menggunakan Kombinasi Dua Chaos Map dan Penerapan Teknik Selektif,Penerapan Enkripsi,5.119633386611712e-35
 Penerapan Algoritma One Time Pad & Linear Congruential Generator Untuk Keamanan Pesan Teks,Penerapan Keamanan Data,8.646422950401352e-30
