No Dosen,Nama Dosen,No Judul,Judul,Skalabilitas dan Analitik Data,Penerapan Kecerdasan Buatan,Penerapan Data Besar,Penerapan Information Retrieval,Penerapan Sistem Pakar,Penerapan Penambangan Data,Penerapan Penambangan Teks,Penerapan Intelijen Bisnis,Penerapan Smart Living,Penerapan Komputasi Awan,Penerapan IoT,Penerapan Keamanan Data,Penerapan Keamanan Cyber,Penerapan Virtualisasi Jaringan,Penerapan Teknologi Jaringan,Penerapan Teknologi Nirkabel,Penerapan IT Forensik pada Jaringan,Penerapan Enkripsi,Penerapan Pengenalan Pola,Penerapan Watermarking pada Citra,Penerapan Kompresi Citra,Penerapan Pengolahan Citra,Penerapan Transformasi Citra,Penerapan Filtering Citra,Penerapan Morfologi Citra Digital,Integrasi Sistem dan Arsitektur,Penerapan Manajemen Informasi,Penerapan Sistem Informasi Geografis,Penerapan Global Professional Practice,Penerapan Sistem Peramalan,Penerapan Sistem Pendukung Keputusan,Penerapan Bisnis Elektronik Sistem Informasi,Penerapan Customer Relationship Management,Penerapan Pembelajaran Elektronik pada Sistem Informasi,Computational Thinking,Pengembangan Game,Multimedia,Penerapan Augmented Reality
17,"Dhebys Suryani, S.Kom., MT",310,PENERAPAN NATURAL LANGUAGE PROCESSING DENGAN EKSPANSI QUERY PADA APLIKASI CHATBOT,5.747500991615378e-21,5.343488229829437e-19,4.451364458441056e-20,1.4875996920290099e-19,7.792413904594589e-20,2.239137090907352e-19,1.3683263930639147e-19,2.04310556472333e-20,7.66668440721427e-20,2.0963629188712354e-20,2.8694639535151405e-20,2.5935171664980356e-19,2.3264085495717154e-20,2.9244198899906964e-20,1.1086566027603048e-19,2.391949937221656e-20,2.539711381660434e-20,9.719062464588481e-19,2.1742908235421246e-21,5.897306545675937e-20,1.8900736229999203e-19,3.8283759682719994e-20,2.125299018671182e-19,1.4159740578369563e-20,3.671519285098115e-20,1.0558995553372229e-20,2.497450220324987e-19,1.0536663329576901e-19,3.0510740546848007e-20,8.392896793543424e-20,2.2577898975825655e-20,6.020874050817916e-20,2.3130037434564997e-20,7.445883455915135e-20,6.501753034761557e-20,2.30447992607545e-20,9.959828763586689e-20,2.7686928395323187e-19
17,"Dhebys Suryani, S.Kom., MT",311,SINKRONISASI DATABASE TERHADAP PENGIRIMAN DATA SMS MENGGUNAKAN MULTIPLE MODEM SMSGATEWAY,1.0274926317978082e-51,2.9862981278961758e-52,2.9451626438679835e-48,1.5021339668385819e-52,2.5038167311508234e-53,1.2176767723365828e-48,4.087322285083731e-52,3.5357270585270175e-52,1.0005149567931952e-51,1.5923325101277082e-50,1.3334907117415631e-51,1.796898423230363e-49,3.49283682752474e-50,2.9700149651283688e-52,4.347562492418429e-51,7.923436820777768e-53,8.262436496614721e-50,5.1233878388839995e-45,3.062750926031655e-53,7.53159290731361e-52,1.853187265105943e-50,4.910839550492577e-53,2.8784746494899395e-53,2.233206008395219e-53,1.8698741494779335e-52,7.424644577351122e-52,7.122911364850747e-52,7.313758222430798e-51,6.602512520663191e-52,1.3353155586296674e-51,1.3488747115820163e-50,2.0694838607033437e-52,2.034405525991178e-50,1.1256540716161098e-51,5.420944729498454e-52,3.5042717093800563e-54,1.0510765687404232e-51,1.6245998720708577e-53
17,"Dhebys Suryani, S.Kom., MT",312,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,7.991452902201612e-66,1.7267909532816658e-58,2.3034703629639572e-63,2.9821178370434605e-56,2.985826228685122e-56,1.7864905804022615e-63,2.3426776676600185e-60,8.043466408340833e-63,1.4628726449244395e-64,1.700044173922097e-59,8.264447736656307e-58,1.6567468608144455e-54,3.0422664437221217e-63,1.726709743498274e-61,9.761081015840075e-61,9.424276570537337e-58,1.1406541720791782e-61,1.0602630781678694e-56,4.25298508789781e-64,9.504844676604064e-60,1.778525839308086e-60,1.9561131478443484e-63,2.9510837054216715e-59,3.727784745372887e-64,4.789843280666465e-61,5.970867603383675e-60,5.2922817170323945e-61,1.1559175444579162e-53,2.7131962299051943e-63,7.325921546673819e-59,1.454007019057717e-60,1.3267241248973468e-60,3.9659673977921785e-58,5.848294558449595e-56,8.546985461818587e-65,3.320993106516945e-61,2.291752289648763e-57,1.4967349516648524e-55
19,"Deddy Kusbianto PA, Ir., M.Mkom.",313,Analisis dan Perancangan Sistem Informasi,1.4022823539104115e-09,2.172485017521904e-09,1.1268436650862011e-08,6.498225068779951e-09,1.4599353152463122e-08,3.842506896776902e-09,7.992612982879515e-09,6.383787256484293e-10,1.8741314974542173e-08,6.60339342701796e-09,3.0420899410478256e-09,3.0780204198861684e-08,2.470089152983932e-08,1.8768127411533083e-07,3.4025749587026376e-08,7.625402121579949e-09,1.1130724257897283e-08,8.937963206939708e-09,1.1944257288950581e-09,2.8565963995539224e-08,1.2168890264780118e-08,1.0800527411152895e-08,5.15640488402183e-09,7.99336557582757e-09,2.131082326561588e-09,7.37504490115822e-09,1.6505962141941957e-08,5.3777331057373924e-08,1.697413507040354e-09,3.3006001987065555e-09,1.0201384142521165e-08,3.7259910791548876e-08,1.9450588354411646e-08,1.2241702228235432e-08,8.509830905538885e-09,1.8556821801053135e-09,1.5816059811387418e-08,1.5512065048818987e-08
19,"Deddy Kusbianto PA, Ir., M.Mkom.",314,Pengembangan Sistem Pakar Pendeteksi Penyakit Pada Kucing Dengan Metode Case Based Reasoning Dan Certainty Factor Berbasis Android,2.5409157851995368e-130,1.9960714832284765e-125,2.917381351010665e-129,9.998419363638098e-124,3.350908662919382e-94,3.838014624884281e-126,2.275172388477895e-126,4.015948783035286e-130,2.5908940925630666e-130,2.663500211112734e-127,5.971158591670344e-126,4.8719046399888e-127,2.0941144482670245e-128,3.830644483305685e-130,7.321515327019789e-129,1.8141932337467707e-126,8.754311296823687e-127,7.89566427589553e-127,1.1370873529727876e-126,4.416237868867214e-127,4.388384079826565e-128,1.1536558457825422e-127,1.0848542188103734e-124,6.594662491352798e-128,1.0340454090984936e-122,2.5975546136818306e-129,3.2512029712535517e-126,8.799282467428118e-124,7.05671956918867e-126,5.39788732518497e-127,3.414093529999451e-128,6.358743952787895e-128,1.2303900547515739e-125,1.0381154702154476e-124,1.7687855427552734e-131,6.151790131110675e-123,1.73336981693561e-123,1.0355955882887438e-123
19,"Deddy Kusbianto PA, Ir., M.Mkom.",315,Implementasi sistem pakar forward chaining untuk identifikasi dan tindakan perawatan jerawat wajah,1.0229941323272407e-31,1.6390580725579905e-31,1.674792545568866e-31,1.3285907352472996e-31,6.854594687617685e-26,1.5105326340550917e-31,5.195032400585641e-31,1.660785795994331e-31,1.391580793375329e-31,2.9768456275688134e-32,6.954917056395077e-31,3.075762588026495e-31,3.5537839544155153e-31,1.6496129434946246e-31,1.4776097080997151e-31,1.456539706994176e-31,1.6633036104763233e-30,1.0844527799315316e-31,5.441021334731395e-31,2.892043315597868e-31,4.190965651663565e-31,7.957353896409983e-31,2.075456808729559e-30,5.6807952942841045e-31,1.071758121044116e-30,2.1036133959144016e-32,3.8274570377853133e-31,1.3776424535757052e-30,5.484257576930806e-31,1.045053683345235e-30,3.8564098449056675e-32,5.24918027327576e-31,3.52228894100019e-32,1.328012805707786e-31,1.0829017466933992e-31,2.8697022008375885e-32,6.41373643832952e-32,9.006177254038902e-31
19,"Deddy Kusbianto PA, Ir., M.Mkom.",316,RANCANG BANGUN APLIKASI PENCARIAN RUTE TERPENDEK JASA KIRIMAN BARANG BERBASIS MOBILE DENGAN METODE ALGORITMA DIJKSTRA,1.217826503346667e-52,5.809876382670993e-49,1.4116801975978606e-49,1.2774631731106018e-46,3.280650553555588e-50,4.072039719739758e-49,1.5196841692370856e-49,1.7246997761535e-49,1.598780013687826e-51,5.893574287937963e-51,7.029181564890501e-50,1.3847413011572158e-47,1.2480607091518515e-50,4.233899915171465e-49,1.0312658366048843e-51,3.7673202688135266e-51,9.01792265805509e-51,9.338135641524761e-48,7.405053842813982e-52,4.656593286955628e-49,2.0286428243531193e-47,3.012406253575323e-51,4.516783168139383e-49,4.537493640402383e-51,1.596880519830822e-50,4.9642803403769973e-51,1.1924004842052241e-48,3.237692685263176e-44,3.6439559152043115e-51,1.6160101090263617e-49,1.3480800322043438e-49,4.2294632267658046e-48,4.191489312748205e-49,6.386056361866685e-50,3.281860993822766e-51,3.3693194479562284e-48,5.3090708659388935e-48,1.3174090675609985e-47
19,"Deddy Kusbianto PA, Ir., M.Mkom.",317,SISTEM PENDUKUNG KEPUTUSAN PRIORITAS CALON PENERIMA PROGRAM INDONESIA PINTAR PADA SISWA SEKOLAH MENENGAH PERTAMA MENGGUNAKAN METODE TOPSIS,2.739891264452315e-52,1.3974057986641497e-51,2.38457826951105e-47,9.661846346491231e-50,1.346770801585433e-51,3.396598277347285e-49,1.497499363638909e-50,2.2333606845120844e-52,2.7196897980716055e-51,8.122535501444104e-52,1.210600668660931e-52,5.6335587129638e-52,1.1380106192387685e-51,2.6753532446270575e-52,2.760737642821145e-51,3.185320728836204e-51,2.284333296031778e-52,2.4153980388049514e-52,7.621326058079132e-53,1.7988824338200656e-52,9.915218215834515e-52,2.0091572552510414e-51,2.2091846026234954e-51,4.130574234263118e-52,5.931341046628362e-52,1.0019880819911644e-50,8.295584202857671e-50,1.4434283735565571e-49,9.977155317486874e-52,5.210805134256872e-52,7.37079896404642e-42,2.2631241107153705e-50,5.3447711329167855e-52,5.102598356538391e-50,7.675572164898832e-48,3.074354223932443e-51,1.6326399159944428e-49,1.8766828227323553e-50
19,"Deddy Kusbianto PA, Ir., M.Mkom.",318,Aplikasi TOEFL preparation berbasis IBT internet based test,1.4114279670420987e-20,4.837863083031517e-19,4.58767411818998e-19,2.9460362662716178e-18,2.009667467786445e-18,1.5383616928188362e-19,1.2638932763496616e-19,5.017304630092303e-20,1.3246975017776098e-19,2.19325891132601e-19,1.1003489703180461e-16,2.335847447555944e-18,1.4047099800342489e-18,2.2081594997247883e-19,6.9364597192638335e-19,1.1555750962368222e-18,4.388271570634861e-20,8.651015729243e-19,6.922043837537862e-21,3.1651869480445393e-19,4.641500323639675e-19,3.828375968271999e-20,3.6722240684825215e-19,1.4159740578369563e-20,1.4360961294129297e-19,3.3615480187580494e-20,1.1201748280459146e-18,7.874413364693953e-18,8.36348481828592e-19,2.6719516496976744e-19,7.187870397927354e-20,2.7932710477475494e-19,8.97862202694239e-19,4.2640644456584236e-18,1.1234134007417582e-19,2.0451053027658884e-18,1.817373355544907e-17,2.3031137625910453e-17
19,"Deddy Kusbianto PA, Ir., M.Mkom.",319,Implementasi Augmented Reality pada Media Promosi Perumahan Patraland Place,1.5710393145144755e-20,2.052692967349567e-19,1.229395072144571e-19,2.9778729144561674e-20,3.7367496466517525e-20,8.676987300182356e-20,1.3373921551994483e-20,1.0296651494645594e-20,3.065345372418776e-20,1.7190932394901815e-20,2.5551866894442523e-19,6.228374838391797e-20,3.662438225194662e-19,9.537520518796899e-20,1.9412950007614637e-19,2.6364844366663796e-19,6.425211402309048e-21,7.169705211286822e-20,2.1742908235421246e-21,8.540067930058591e-21,3.1920375948211333e-20,1.9293889565181242e-20,1.6589755170965085e-20,1.4159740578369563e-20,1.2368325155950273e-20,5.063427506051055e-21,1.956306669196858e-20,4.170793843722138e-20,3.0510740546848007e-20,1.054055258485231e-19,2.5514612313272872e-20,5.406039596130153e-20,8.543454901752699e-20,2.0979207627170157e-19,7.104166657831514e-20,2.28120431579639e-19,2.0467552977800788e-19,8.168293553188736e-14
19,"Deddy Kusbianto PA, Ir., M.Mkom.",320,Analisa Kesiapan Adopsi Pembelajaran Elekronik di Politeknik Negeri Malang,3.918096367029471e-28,7.03823333900157e-28,1.359019500781916e-26,1.258692450629991e-27,1.687305601900125e-27,6.7382359188599055e-28,1.9462742144770698e-26,1.70331924299356e-27,6.548763255655047e-26,7.070465728129424e-28,2.2733787346444887e-26,3.5117282717295666e-27,3.7392136894052054e-25,3.102240030244032e-26,1.549720339121628e-26,2.110793051052554e-26,8.801648559649586e-28,5.06964264920147e-28,1.0047294280661858e-28,1.0151913976725123e-27,1.5911437898484372e-26,1.1021735914311156e-27,3.640328867926393e-27,1.8845839317612136e-27,6.579845433595206e-28,5.491645985505016e-27,3.1613895108596815e-25,3.9610352292079836e-26,1.7129214922114384e-26,2.3338176612912366e-27,5.742870412536401e-26,6.046263558041118e-26,1.3130916589649301e-27,7.240990410128356e-24,9.723179756929604e-25,6.826467244181687e-27,1.2238875003291522e-24,3.2294305656610654e-25
19,"Deddy Kusbianto PA, Ir., M.Mkom.",321,Pengembangan Aplikasi Diagnosa Pencarian Penyebab Kerusakan Modem Speedy Berbasis Sistem Pakar,2.5121918736386667e-31,6.942448873439325e-29,2.9270515186710556e-30,3.161095144691762e-28,2.264587731531011e-25,1.7730183509107792e-30,4.826390982188013e-30,8.092600073108226e-31,8.830058717513527e-30,1.523966745719588e-29,1.0866122069820818e-29,6.282459896210786e-29,1.390044552516011e-30,2.4715395227437875e-30,4.845042092223083e-30,4.536392874382004e-30,1.9206672304005537e-30,1.948011997160708e-29,6.875932110735717e-32,3.109902843459293e-30,1.8096336496138886e-29,5.2270890657294025e-31,1.0151446878495872e-29,1.6482122097075627e-31,1.762141211541048e-30,8.642986376405329e-30,2.1320821316508607e-29,2.264724108639155e-27,4.016605567449499e-30,7.49538897100909e-30,1.116404218113601e-30,6.392763944112474e-30,1.0044125574128892e-29,5.812317050884863e-29,3.9896526499439365e-30,1.8819867680644794e-28,3.6838901075078403e-28,2.724799770366388e-28
19,"Deddy Kusbianto PA, Ir., M.Mkom.",322,Analisis dan,5.3707809485737905e-06,9.328807035458527e-06,6.150664628574705e-05,2.9616850895173947e-05,1.2617169656742103e-05,1.714078690297579e-05,3.411511266051663e-05,2.526615771439e-06,3.587128938599437e-05,5.7837709516722636e-06,3.928437841052842e-06,2.0961606364318265e-05,2.6654043647688524e-05,9.115131113217895e-05,6.428912985031974e-05,1.4036490024822947e-05,4.8411210242699e-05,1.1187269119961316e-05,5.556398750502632e-06,3.5709619371023375e-05,2.1788118196581055e-05,1.908742335745542e-05,6.027554114102631e-06,3.527040114182132e-05,9.239486357876211e-06,2.1457052597870526e-06,2.1375863074529055e-05,2.8704479831763527e-05,6.479864960861317e-06,6.0570810770578946e-06,1.4451482108349474e-05,2.6777175326717687e-05,1.8315001500466e-05,2.356823227382158e-05,1.6761592443971263e-05,2.2306371388048424e-06,8.29641954417537e-06,1.9585277534530473e-05
19,"Deddy Kusbianto PA, Ir., M.Mkom.",323,Implementasi Metode AHP dan TOPSIS untuk Rekomendasi Wisata Kota Batu,7.588399674977202e-53,2.489363661012799e-50,3.085383804178371e-49,6.918772723663663e-52,1.1197060973587209e-50,2.1770653098068096e-50,2.279577900464735e-51,1.834174940244453e-52,1.0721473918244471e-48,3.8856195128945434e-53,1.2034597829151489e-53,8.756649504459416e-51,3.108379684547454e-51,5.485390093179007e-52,7.8302796077957955e-53,4.719926823722881e-52,7.186311205307193e-52,6.513483936836793e-51,4.3303560641632836e-52,3.994862822652241e-51,1.3608123572812322e-50,6.612281897203938e-51,9.004964082640167e-50,7.63997743182629e-51,1.2385186594515372e-51,2.3544140989667768e-52,1.096316296521925e-52,8.56124721444708e-47,1.7719360100159677e-52,8.809180148641391e-51,9.750521544483918e-45,1.359314594649101e-51,6.356624817182897e-53,2.345285435809554e-51,1.7828633130169338e-51,1.5912232981289432e-52,3.396801501761519e-53,3.606029541037743e-52
19,"Deddy Kusbianto PA, Ir., M.Mkom.",324,Sistem Peramalan Jumlah Permintaan Darah di UTD PMI Kota Malang,4.754066581557592e-46,3.372649111262936e-45,3.4265022410146336e-43,3.0790355338361234e-46,6.389647858006824e-45,8.0146065272807e-44,1.2895106769369476e-44,7.467784222483954e-45,6.106878332673694e-43,7.462597465972969e-47,2.9755899420498206e-45,5.103008306090183e-45,2.156296570543242e-44,2.5824040104004324e-45,3.690711918509306e-46,4.038397299862213e-46,2.1823771777105793e-46,1.4197214595006252e-45,8.487813273136322e-46,1.7657886490828873e-46,1.2981022613293675e-45,6.014224428773776e-45,6.053886962860434e-45,4.348006994945652e-46,5.637026704657829e-45,3.974729165688907e-46,1.0360580598827826e-45,1.867668400666463e-41,2.5822877642125965e-45,1.569273799867014e-38,2.7587206637065767e-45,1.8558921494691787e-46,5.92707705063335e-46,2.758889904379723e-45,1.6557050143918761e-44,7.063351060366933e-47,1.0580235104800574e-45,8.990862332322127e-45
19,"Deddy Kusbianto PA, Ir., M.Mkom.",325,Rancang Bangun Sistem Informasi Lowongan Kerja Di JPC Polinema Dengan Metode Quick Sort,1.632894324907043e-38,7.1248151153432326e-37,2.585640209976988e-35,2.2362970943197234e-31,2.314775737625711e-35,9.706040101917286e-36,1.363756556773749e-35,4.500740200840731e-38,6.405072861274437e-37,9.809560121177153e-36,8.703107612137144e-35,6.388852556136207e-34,1.7289036130919747e-36,6.196915870576934e-34,3.1349228607058297e-38,3.068307361746063e-36,2.571556575239304e-37,4.151140825008274e-35,2.0279658069167274e-37,1.1547193182244484e-33,1.4827148232835455e-34,1.3937945238989067e-35,1.1619267166712889e-35,2.8961094358091567e-36,2.3927309946319064e-36,1.2712930181980233e-37,8.018969390014342e-34,7.70690860797687e-35,3.763234145877538e-38,4.242686134310162e-35,8.440312816361961e-32,2.719169910330225e-32,3.249713390141344e-33,1.2813613190563901e-34,1.5907054826874156e-34,6.376199864792419e-35,1.1738322312424595e-35,2.4037361081336652e-33
19,"Deddy Kusbianto PA, Ir., M.Mkom.",326,APLIKASI SISTEM PENDUKUNG KEPUTUSAN MENENTUKAN BEASISWA PPA UNTUK MAHASISWA BERPRESTASI DENGAN MENGGUNAKAN METODE TOPSIS Studi Kasus Politeknik Negeri Malang Kota Malang,7.364951038726381e-116,2.806006478238948e-113,1.4066053696112804e-101,1.3676830031022757e-111,1.0993890967833913e-113,3.9926215785744448e-109,8.739177350320194e-111,1.2715574616219599e-116,1.0725685239848203e-109,7.382583749476888e-113,7.132860579140155e-114,6.117649070918209e-113,2.3820418015656267e-111,6.410347204436168e-114,1.3298546004109264e-110,1.0627803088310637e-111,2.9754256163004476e-114,8.201102564065151e-113,1.9460591874713362e-112,1.713844276336854e-115,2.0088651591582858e-112,1.0545621145216121e-114,2.88989240678754e-114,1.9003739020627016e-116,1.4240756151148097e-115,8.907669042074901e-107,1.75697507233459e-103,8.177543515759599e-104,7.619171088899799e-116,8.152361799290205e-111,1.6611876599769444e-88,1.9910304469872698e-112,2.425145100919849e-109,3.744806177084454e-107,8.765120416469187e-111,1.85038266654928e-113,4.962285047989785e-107,9.5390394483477e-107
19,"Deddy Kusbianto PA, Ir., M.Mkom.",327,RANCANG BANGUN SISTEM INFORMASI FORUM ALUMNI STUDI KASUS DI TEKNIK INFORMATIKA POLINEMA MALANG,1.9635764578995572e-31,6.151453614907631e-31,7.983284703124636e-26,1.0627214083574388e-27,4.304363481818684e-31,4.4094131267039584e-30,2.081666239755396e-29,9.771385172133905e-31,1.182166992078677e-27,4.357806796783245e-28,2.276803796994256e-28,2.6480550176877036e-28,5.2783750604631895e-28,1.141940080544133e-28,3.5739666050406394e-27,3.40966999964655e-28,2.6609766830106345e-30,7.660105857543427e-29,3.878999611698653e-30,4.969329514801002e-30,1.0325392905089093e-28,4.63722114794634e-30,4.519059185455185e-30,3.1636454113769944e-31,2.6077817771905517e-30,1.05271555161166e-27,3.2755498579762473e-24,2.0675924164177026e-28,2.4240882660097943e-29,3.0660707452188944e-30,3.4809827232964573e-26,8.428316576643568e-26,3.8496354052340316e-27,4.39565265585916e-26,2.610639017071466e-28,1.5722792195730428e-28,9.720867679466314e-26,5.573116714424295e-26
19,"Deddy Kusbianto PA, Ir., M.Mkom.",328,Sistem Manajemen Pengelolahan Hotel Umm Inn Berbasis Website,3.7017972456898594e-20,2.9874992287237047e-19,6.17399325319742e-20,3.6434907610120407e-19,8.471437559026954e-20,1.3408444926594134e-20,4.2577041792368765e-20,4.212146671749407e-19,5.867591935334059e-20,8.721693534204226e-19,1.3407260518238774e-19,1.207803748215508e-18,5.339840518713168e-19,6.530407020908887e-19,5.1729064584889984e-20,2.1571488341391484e-19,1.1101880605676462e-20,2.0587415369769093e-19,6.922043837537862e-21,4.583602927586492e-20,7.838765299478982e-20,1.9293889565181242e-20,2.8664812665815217e-20,1.4159740578369563e-20,4.8378075953116224e-20,3.995612482651233e-20,7.093981185188209e-19,3.9286444912047977e-19,9.713359468491245e-20,5.412127679432704e-20,4.769328134822598e-20,2.548339091321865e-18,1.5849305520150259e-18,1.0709661046646085e-18,5.78420486713883e-20,4.7961480273718786e-20,5.98766591358501e-19,5.368779258307974e-19
19,"Deddy Kusbianto PA, Ir., M.Mkom.",329,Perancangan Sistem Penjualan Buku Secara Online Berbasis Web Dengan Menggunakan Kartu Kredit,9.082653847412927e-67,4.384121332184937e-66,5.1310868344634694e-61,5.991921966230063e-65,1.1794367887863578e-62,9.79002528886744e-66,6.237798806953375e-64,5.2792266741506164e-61,6.379652175263743e-67,1.1864632601833338e-63,1.2672669339773227e-60,1.0812538602656145e-60,8.618771382689061e-63,5.857366466657276e-63,1.48031681132054e-64,1.950261906860167e-64,9.625271291786355e-68,8.71209260257151e-64,4.61217461763374e-68,6.366736761997127e-65,7.664922506875781e-65,2.110674162097811e-65,1.7156527766959515e-65,5.891228865110692e-68,5.801050822281216e-64,5.388157782801463e-62,2.269422058034421e-64,1.2769798370292967e-58,8.569401230224286e-65,6.319106311965666e-62,3.874911025306423e-65,5.320193146330723e-60,2.6240695601020316e-58,2.520164619659901e-62,1.0735790646218482e-65,4.103992209573764e-65,3.036064507105841e-63,1.37571618217748e-60
19,"Deddy Kusbianto PA, Ir., M.Mkom.",330,Implementasi Metode Rapid Centroid Estimation dan K-Means Untuk Klasterisasi Sekolah Berdasarkan Fasilitas Studi Kasus Sekolah Negeri Kabupaten Malang,4.959133019213923e-53,1.2446803849771369e-51,7.137044487807534e-46,1.3231409362128145e-49,5.29484547511857e-52,9.944556568235275e-52,3.329618853730604e-49,8.90214772606014e-53,8.058090639380982e-50,1.3225897447289833e-51,4.336918155460753e-52,6.390681427705912e-52,1.4811975843470162e-50,5.218809795364523e-51,6.323181878289139e-50,2.4137916440571205e-50,2.166983218990182e-50,4.185289127416595e-52,6.716434119242173e-51,1.7988824338200656e-52,3.990638960029397e-50,5.698408151387118e-52,2.381737730826644e-51,1.0745865105906262e-51,1.1759277285873685e-50,1.2805088942145364e-48,1.0642199691493588e-47,8.339452034062967e-45,1.7719360100159677e-52,5.521014295879053e-51,2.0885830104941735e-47,6.169576580259562e-51,1.2880813066106887e-48,2.3041339860224166e-48,3.078019699318732e-47,2.15515478557848e-51,1.0449905567975243e-47,7.312002845719111e-48
19,"Deddy Kusbianto PA, Ir., M.Mkom.",331,SISTEM INFORMASI PERAMALAN PENJUALAN OBAT TERNAK BERBASIS WEB Studi Kasus PT Otasindo Prima Satwa Cabang Surabaya,3.048196449027336e-49,4.384037301175345e-48,1.5629703911052935e-45,8.953576478699932e-46,9.02366108694404e-48,2.9138208950521303e-47,1.0582644640673221e-47,2.0309825239501268e-47,1.1580053433010506e-46,7.703465437936474e-47,7.831241212036114e-46,7.623150366282005e-47,7.508062237816751e-47,1.7488009141774719e-46,3.815794207327006e-45,1.2710484621630132e-46,7.860382188331804e-49,1.0469564384720578e-47,8.567621469984329e-48,2.0298636607315545e-49,6.818117912707067e-48,5.434601290836419e-49,1.238141366687478e-48,2.463991264252918e-49,1.7277077324480058e-48,1.0196745465895098e-45,2.6680920638178877e-44,1.6396857830968067e-45,2.153490936144656e-48,2.3439911803859813e-43,3.052861976148632e-45,1.4067166317616322e-45,1.1516067959108924e-43,5.419934055169408e-46,2.4699602365885256e-49,2.672233559953334e-47,6.473900788682823e-46,1.1209949670389246e-45
19,"Deddy Kusbianto PA, Ir., M.Mkom.",332,Sistem Informasi Penentuan Rekomendasi Calon Kapolsek Dengan Menggunakan Metode MOORA Studi Kasus Polres Kutai Timur,4.087103268930644e-35,5.758619380740985e-33,3.574756510684752e-29,2.0091450416463872e-32,3.5320780034878196e-33,2.0551243334019435e-32,4.495817109103238e-33,8.645672557422562e-35,3.417113722849631e-33,3.2193129987490885e-34,8.258010644239783e-35,4.029105654207593e-34,2.17638523209775e-33,4.6305591251269076e-34,3.866183766643556e-32,8.89042386293374e-33,1.2847990742813636e-33,9.344562473051568e-34,9.32180152105955e-33,3.991079286358179e-34,1.2302291309730511e-32,1.8268701262614842e-33,6.508725725267751e-34,6.908981786594849e-34,5.038940883316607e-34,8.905473322652956e-33,4.354288552561014e-31,1.1248607353085997e-31,1.4366121737718088e-34,1.785245994172426e-32,1.7440745714960811e-28,1.2755482890697922e-32,1.5044434090460885e-32,7.687914386867023e-33,1.4290877789605313e-33,3.905028748746073e-34,2.6965224886623602e-33,2.156986465908184e-32
19,"Deddy Kusbianto PA, Ir., M.Mkom.",333,PENGEMBANGAN PERAMALAN PENJUALAN SEMBAKO PADA APLIKASI M-PASAR,1.0229941323272407e-31,1.4791724900698698e-28,5.15903790044989e-27,9.834797474143648e-29,2.3745365664737882e-29,4.772420493227154e-28,9.23777859853386e-30,3.985806614038491e-30,1.8767243764218942e-28,7.127673543885493e-29,5.35007578948964e-30,9.642928742396315e-28,3.5537839544155153e-31,6.494887630118924e-31,5.817673202142505e-31,3.0350173187588304e-30,1.5822172573363837e-29,5.741601554991232e-28,3.974960681839526e-31,4.001230186142172e-30,1.469384819473497e-29,7.256192426987302e-30,1.7315040421182908e-28,1.6482122097075627e-31,1.337327976314935e-30,3.973342068649783e-29,5.327496299221178e-29,4.849227873551627e-28,2.9024657460203944e-30,8.790093223900789e-23,3.188793012514987e-30,2.1081437561208924e-27,1.1150858884571431e-27,1.7909948287136847e-28,4.923374326447753e-29,3.6184607250714195e-27,2.8593495104720887e-27,5.060110503624007e-28
19,"Deddy Kusbianto PA, Ir., M.Mkom.",334,IMPLEMENTASI METODE TRIPLE EXPONENTIAL SMOOTHING PADA SISTEM PERAMALAN PERMINTAAN PRODUK FURNITURE DI CV KYKY MEBEL,3.526487216524084e-67,4.31194426308834e-65,9.65081696935239e-64,1.6034393814082454e-66,2.9614205203929524e-65,4.930915741682839e-63,5.96072558863113e-65,1.7888918412368763e-65,7.747816194651979e-67,9.366785397852618e-69,2.2239013858974473e-68,3.974973700280513e-65,7.359754995749597e-67,2.1964991429717862e-67,1.9558145913184582e-67,1.3086453907806808e-66,2.008241593312717e-66,2.3330748627991235e-65,1.7017844731730028e-65,8.406821209165244e-66,4.214956038903659e-65,1.5096138910520612e-64,1.6098134015369652e-65,9.82781306488416e-64,3.5051947248631896e-66,4.17666202523825e-68,2.0029951593258482e-67,9.777237723996148e-67,8.343241748671888e-67,6.38179778520643e-49,1.7708664586088796e-65,6.079835713674701e-63,1.2760876566701402e-66,4.574384682496214e-67,5.2156562681677876e-68,3.6615388878110513e-68,6.2495863579765606e-68,1.7452218124039697e-65
