No Dosen,Nama Dosen,No Judul,Judul,No Grup Riset,Grup Riset,No Bidang,Nama Bidang,Nilai Prediksi,Deleted
4,"Annisa Puspa Kirana., M.Kom",50,PENGEMBANGAN SISTEM INFORMASI ALUMNI BERBASIS WEB FAKULTAS SAINS DAN TEKNOLOGI UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM MALANG,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.138817630971102e-35,0
4,"Annisa Puspa Kirana., M.Kom",51,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,1,Sistem Cerdas,3,Penerapan Data Besar,1.9125740538486674e-48,0
4,"Annisa Puspa Kirana., M.Kom",52,Sistem Pendukung Keputusan Berbasis Website Dalam Menentukan Kelayakan Pembuatan Sertifikat Tanah Menggunakan Metode Analytic Network Process ANP,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.233824228164176e-79,0
4,"Annisa Puspa Kirana., M.Kom",53,Sistem Pakar Diagnosa Penyakit Kelamin Menular Pada Laki-laki Dengan Metode Dempster Shafer,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.0094743214896275e-34,0
4,"Annisa Puspa Kirana., M.Kom",54,SPATIO-TEMPORAL DATA MINING PADA DATA HOTSPOT SEBAGAI INDIKATOR KEBAKARAN HUTAN DAN LAHAN GAMBUT DI PROVINSI RIAU,1,Sistem Cerdas,6,Penerapan Penambangan Data,5.5955712327024174e-30,0
5,"Annisa Taufika Firdausi, ST., MT.",55,Analisis Sentimen Pada Twitter Mengenai Pasca Bencana Menggunakan Metode Naive Bayes Dengan Fitur N-Gram,1,Sistem Cerdas,7,Penerapan Penambangan Teks,1.8388032559915927e-61,0
5,"Annisa Taufika Firdausi, ST., MT.",56,Penerapa Metode Hierarchical Clustering dan K-means Clustering untuk Mengelompokkan Potensi Lokasi Penjualan LINKAJA,1,Sistem Cerdas,3,Penerapan Data Besar,1.5480594395174166e-51,0
5,"Annisa Taufika Firdausi, ST., MT.",57,PENGEMBANGAN SISTEM ANALISA KEBERPIHAKAN MEDIA ONLINE BERDASARKAN TREND WAKTU MENGGUNAKAN NAIVE BAYES CLASSIFIER,1,Sistem Cerdas,3,Penerapan Data Besar,4.653329004602751e-32,0
5,"Annisa Taufika Firdausi, ST., MT.",58,Implementasi Backward Chaining untuk Diagnosis Low Soft Handover Success Rate pada Jaringan WCDMA,1,Sistem Cerdas,5,Penerapan Sistem Pakar,9.458626734962014e-21,0
5,"Annisa Taufika Firdausi, ST., MT.",59,Penentuan Bahan Makanan Untuk Itik Petelur Menggunakan Algoritma Genetika,1,Sistem Cerdas,6,Penerapan Penambangan Data,5.886191551378623e-39,0
5,"Annisa Taufika Firdausi, ST., MT.",60,Sistem Pendukung Keputusan Penerima Kredit UKM Menggunakan Metode Weighted Aggregated Sum Product Assessment Studi Kasus BANK BPR Jatim Cabang Magetan,4,Information System,31,Penerapan Sistem Pendukung Keputusan,5.075580971673067e-89,0
5,"Annisa Taufika Firdausi, ST., MT.",61,SISTEM PENDUKUNG KEPUTUSAN SOLUSI KELAYAKAN PENERIMA BANTUAN BEDAH RUMAH MENGGUNAKAN METODE PROFILE MATCHING,4,Information System,31,Penerapan Sistem Pendukung Keputusan,9.076857463535658e-55,0
5,"Annisa Taufika Firdausi, ST., MT.",62,Aplikasi Android dengan Online First Approach dan Local Database Cache,2,Computer Network,18,Penerapan Enkripsi,2.1243233915274185e-42,0
5,"Annisa Taufika Firdausi, ST., MT.",63,PENENTUAN BAHAN MAKANAN UNTUK ITIK PETELUR MENGGUNAKAN ALGORITMA GENETIKA,1,Sistem Cerdas,6,Penerapan Penambangan Data,5.886191551378623e-39,0
5,"Annisa Taufika Firdausi, ST., MT.",64,APLIKASI PENGHITUNG KOLONI BAKTERI BERBASIS ANDROID,5,Multimedia dan Game,38,Penerapan Augmented Reality,3.2049604238009144e-26,0
5,"Annisa Taufika Firdausi, ST., MT.",65,SISTEM INFORMASI PERAMALAN PENJUALAN KAYU UNTUK MEBEL DENGAN METODE TREND MOMENT di UD MAULANA JATI JEPARA,4,Information System,30,Penerapan Sistem Peramalan,8.20857714902731e-39,0
5,"Annisa Taufika Firdausi, ST., MT.",66,SISTEM PAKAR DIAGNOSA PENYAKIT AYAM PULLET MENGGUNAKAN METODE DEMPSTER SHAFER,1,Sistem Cerdas,5,Penerapan Sistem Pakar,7.88451329449016e-35,0
5,"Annisa Taufika Firdausi, ST., MT.",67,SISTEM PAKAR DIAGNOSIS PENYAKIT SAPI MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.03573841959268e-40,0
5,"Annisa Taufika Firdausi, ST., MT.",68,Pengembangan Sistem Pendukung Keputusan Pengolahan Pelanggaran Santri Menggunakan metode fuzzy AHP studi kasus pondok pesantren nurul islam antirogo sumbersari jember,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.328866406394625e-85,0
5,"Annisa Taufika Firdausi, ST., MT.",69,IMPLEMENTASI METODE FUZZY DAN FSM PADA GAME LEGEND OF DAMARWULAN,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,3.979289103064834e-29,0
5,"Annisa Taufika Firdausi, ST., MT.",70,PREDIKSI STOK PERTAMAX SPBU SINGOSARI MALANG MENGGUNAKAN METODE LEAST SQUARE,4,Information System,30,Penerapan Sistem Peramalan,2.623594911989412e-38,0
5,"Annisa Taufika Firdausi, ST., MT.",71,PENGEMBANGAN GAME RPG EDUKATIF TOKOH PANGERAN DIPONEGORO DENGAN ALGORITMA PATHFINDING A* DAN LINEAR CONGRUENTIAL METHOD BERBASIS ANDROID,5,Multimedia dan Game,36,Pengembangan Game,2.049159003688068e-83,0
5,"Annisa Taufika Firdausi, ST., MT.",72,Implementasi Backward Chaining Untuk Diagnosis Low Soft Handover Success Rate Pada Jaringan Wideband Code Division Multiple Access WCDMA,1,Sistem Cerdas,5,Penerapan Sistem Pakar,3.511690465647062e-31,0
5,"Annisa Taufika Firdausi, ST., MT.",73,Aktivitas Repelan Minyak Atsiri Daun Jeruk Pontianak Citrus Nobilis Lour Terhadap Nyamuk Aedes Aegypti L Dengan Metode Whopes,3,Computer Vision,23,Penerapan Transformasi Citra,1.1148374638433394e-24,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",74,Penerapan Algoritma Fisher-Yates pada Pengacakan Soal Game Aritmatika,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,2.7398470500813957e-47,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",75,Pemrogaman Spreadsheet Untuk Pemodelan Kontrol Rangkaian Elektronika,5,Multimedia dan Game,37,Multimedia,3.1524028012052277e-27,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",76,Penyusunan Strategi Pembelajaran Participatory Learning and Action untuk Meningkatkan Peran Mahasiswa Teknik Elektronika sebagai Agen Energi Photovoltaic,5,Multimedia dan Game,37,Multimedia,3.5094135031342e-42,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",77,IDENTIFIKASI KUALITAS DAUN BAYAM DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX GLCM DAN YUV COLOR MOMENTS,3,Computer Vision,23,Penerapan Transformasi Citra,4.0771346020408695e-49,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",78,evaluasi dan perancangan user interface dan user experience menggunakan metode heuristic evaluation dan human centered design pada website kabupaten jembrana,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,4.168132795477437e-64,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",79,IMPLEMENTASI APLIKASI PSIKOLOGI EKSPERIMEN UNTUK MENENTUKAN KONDISI KETAHANAN JIWA MENGGUNAKAN METODE FUZZY MAMDHANI,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.318255150449171e-43,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",80,PREDIKSI PERMINTAAN KEBUTUHAN CABAI DI KOTA BATU MENGGUNAKAN METODE EXTREME LEARNING MACHINE,1,Sistem Cerdas,6,Penerapan Penambangan Data,9.71519902352224e-68,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",81,SISTEM PENENTU POLA MAKAN SAYUR DAN BUAH BERDASARKAN GOLONGAN DARAH DAN PENYAKIT,1,Sistem Cerdas,6,Penerapan Penambangan Data,2.966036259422231e-60,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",82,Sistem Pendukung Keputusan Pembagian Zakat pada Masjid Menggunakan Metode Analytic Network Process,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.2532001268130967e-25,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",83,Media Pembelajaran sistem pencernaan Manusia untuk Siswa Sekolah Dasar berbasis Augmented Reality,5,Multimedia dan Game,38,Penerapan Augmented Reality,9.913303814614993e-53,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",84,REKOMENDASI JURUSAN PERGURUAN TINGGI BERDASARKAN BAKAT MINAT DAN NILAI RAPORT MENGGUNAKAN METODE K-NEAREST NEIGHBOR Studi Kasus SMAN 1 Kedungwaru,1,Sistem Cerdas,3,Penerapan Data Besar,7.703756569277054e-48,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",85,Penerapan Pembelajaran Cooperative Learning Metode Think Pair Share untuk Matakuliah Pemrograman Komputer Pendidikan Tinggi Vokasi Teknik Elektronika,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.3220381144631777e-30,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",86,Pemanfaatan Kinect Sensor dalam Pengembangan Game Interaksi Fisik,5,Multimedia dan Game,36,Pengembangan Game,3.3419712707636075e-14,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",87,GAME PENINGGALAN SEJARAH DI PULAU JAWA GENRE PETUALANGAN,5,Multimedia dan Game,36,Pengembangan Game,4.468273810013686e-41,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",88,Desain Aplikasi Pendidikan Masyarakat Sadar Menanam Pohon Menggunakan Teknologi Augmented Reality,5,Multimedia dan Game,38,Penerapan Augmented Reality,6.491388957389576e-63,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",89,Pengembangan Bahan Ajar Pada Kompetensi Dasar Pengelasan Mata Pelajaran Sambungan Dasar Pengelasan Pelat Untuk Kelas XI Teknik Pemesinan Di SMK Pekerjaan Umum Malang,5,Multimedia dan Game,37,Multimedia,9.047946318179192e-52,0
7,"Ariadi Retno Ririd, S.Kom., M.Kom.",90,Sistem Pakar Diagnosa 33 Macam Penyakit Kulit dan Kelamin dengan Metode Fuzzy Inference Tsukamoto,1,Sistem Cerdas,5,Penerapan Sistem Pakar,4.2603641178400635e-22,0
7,"Ariadi Retno Ririd, S.Kom., M.Kom.",91,Optimasi Metode Discriminatively Regularized Least Square Classification Dengan Algoritma Genetika,1,Sistem Cerdas,6,Penerapan Penambangan Data,2.865451251838341e-24,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",92,IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,3,Computer Vision,23,Penerapan Transformasi Citra,2.394370698571179e-52,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",93,PENGEMBANGAN APLIKASI MOBILE PERAMALAN CUACA UNTUK PENENTUAN TANAMAN PANGAN MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,4,Information System,30,Penerapan Sistem Peramalan,1.931668333736056e-32,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",94,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,4,Information System,35,Computational Thinking,7.773097117579471e-69,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",95,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,4,Information System,28,Penerapan Sistem Informasi Geografis,6.961658016823824e-63,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",96,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,4,Information System,31,Penerapan Sistem Pendukung Keputusan,6.411124848505715e-60,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",97,Identifikasi Kualitas Biji Jagung Manis Layak Jual dari Warna dan Tekstur Menggunakan HSV dan Gray Level Run Length Matrix GLRLM,3,Computer Vision,21,Penerapan Kompresi Citra,3.145750979891008e-82,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",98,SISTEM INFORMASI PELAYANAN HOTEL STUDI KASUS MOZZA INN SG17 TUBAN BERBASIS WEBSITE,4,Information System,33,Penerapan Customer Relationship Management,2.3445870496370823e-19,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",99,IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,1,Sistem Cerdas,3,Penerapan Data Besar,1.0613373132794652e-46,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",100,IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.5167089490302176e-32,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",101,Pengembangan Sistem Rekomendasi Kategori Cerita Pendek Menggunakan Naïve Bayes Classifier,1,Sistem Cerdas,7,Penerapan Penambangan Teks,4.810645039993714e-30,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",102,Identifikasi Citra Tulisan Tangan Digital Menggunakan Convolutional Neural Network CNN,3,Computer Vision,19,Penerapan Pengenalan Pola,1.4854886699121208e-48,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",103,Pengembangan Sistem Konversi Dokumen Undang-Undang Republik Indonesia dari Format Teks ke XML,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.7483220638378987e-54,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",104,Pengembangan Game Penyelamatan Hewan–hewan yang Terancam Punah Menggunakan Metode FSM FINITE STATE MACHINE dan Metode Fuzzy Logic,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,1.925767825503906e-83,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",105,IDENTIFIKASI PENYAKIT CVPD Citrus Vein Phloem Degeneration PADA DAUN JERUK MENGGGUNAKAN OTSU TRESHOLD DAN PENGUKURAN CIRI FISIK SECARA OTOMATIS BERBASIS ANDROID,1,Sistem Cerdas,5,Penerapan Sistem Pakar,8.822370881959542e-66,0
