Judul,Nama Bidang,Nilai Prediksi
… AS A SERVICE IAAS DENGAN PENERAPAN THIN CLIENT DI LABORATORIUM JURUSAN TEKNIK INFORMATIKA UPN VETERAN YOGYAKARTA,Penerapan Komputasi Awan,4.275908112537257e-43
Penerapan Firebase Realtime Database Pada Prototype Aplikasi Pemesanan Makanan Berbasis Android,Penerapan Information Retrieval,1.9308129266014908e-29
Implementation of Cloud Computing Using the Roadmap for Cloud Computing Adoption ROCCA Method in Non-Ministry Government Institutions Case Study of …,Penerapan Komputasi Awan,8.980347995085807e-43
Pusat Data Privat Virtual Pemerintah Berbasis Komputasi Awan Studi Empiris Pada Lembaga Ilmu Pengetahuan Indonesia,Penerapan Komputasi Awan,1.0104907190446184e-40
Enterprise Risk Management Pada Cloud Computing,Penerapan Komputasi Awan,5.873990154350511e-13
Sistem Informasi Sekolah Berbasis Komputasi Awan,Penerapan Komputasi Awan,1.0590233380495058e-18
Analisis perbandingan Cloud DOCUMENT pada EYeOS dan Google docs,Penerapan Komputasi Awan,4.475289512157367e-21
Desain Dan Implementasi Hybrid Cloud Computing Sebagai Infrastruktur Untuk Analisis Big Data Menggunakan Analytic Hierarchy Process AHP,Penerapan Komputasi Awan,2.657476867010413e-39
Proses Migrasi Cloud Computing dari Lingkungan Amazon EC2 ke VMWARE,Penerapan Virtualisasi Jaringan,1.903886523388684e-16
PENERAPAN INTERNET OF THINGS IOT PADA SMART HOME MENGGUNAKAN ARDUINO DAN RASPBERRY PI,Penerapan IoT,2.4641931888984392e-24
Pembelajaran Aplikasi Iot Di Android Dengan Software Blynk Kontrol Led Relay dan Suhu,Penerapan IoT,6.628328762410805e-26
PENERAPAN INTERNET OF THINGS IOT PADA SISTEM KONTROL DAN MONITORING LAMPU GEDUNG MENGGUNAKAN NODEMCU BERBASIS TELEGRAM,Penerapan IoT,3.070625163611558e-63
Implementasi Teknologi IOT Untuk Pengontrolan Peralatan Elektronik Rumah Tangga Berbasis Android,Penerapan IoT,1.5783584719457204e-27
Iptek Bagi Masyarakat Penerapan Iot Dengan Smartphone Pada Smk Plus Al-Musyarrofah Sebagai Upaya Pencapaian Sustainable Development Goal Tujuan 4 …,Penerapan Smart Living,4.3790007335672254e-49
PENERAPAN LOGIKA FUZZY PADA SISTEM MONITORING DAN KONTROL KANDANG AYAM OTOMATIS BERBASIS IoT,Penerapan IoT,6.441578210151977e-48
PENERAPAN KONSEP IOT DALAM BUDIDAYA IKAN,Penerapan IoT,7.583171484523482e-13
Penerapan Trainer Interfacing Mikrokontroler dan Internet Of Things Berbasis Esp32 pada Mata Kuliah Interfacing,Penerapan IoT,1.179032975824694e-24
Pengaruh Internet of Things Iot Pada Education Business Model Studi Kasus Universitas Atma Jaya Yogyakarta,Penerapan IoT,8.981962252899349e-45
PENERAPAN INTERNET OF THINGS IOT PADA SISTEM KONTROL DAN MONITORING LAMPU GEDUNG MENGGUNAKAN NODEMCU BERBASIS TELEGRAM,Penerapan IoT,3.070625163611558e-63
RANCANG BANGUN APLIKASI KEAMANAN DATA TEKS MENGGUNAKAN ALGORITMA STREAM CIPHER,Penerapan Keamanan Data,1.4316714336561828e-25
Pemanfaatan Private Cloud Storage Sebagai Media Penyimpanan Data E-Learning Pada Lembaga Pendidikan,Penerapan Komputasi Awan,8.016447674443871e-33
 Penerapan teknik Kriptografi stream cipher untuk pengaman basis data,Penerapan Enkripsi,3.5024455913735555e-20
Penerapan Kombinasi Metode Enkripsi Vigenere Chiper Dan Transposisi Pada Aplikasai Client Server Chatting,Penerapan Enkripsi,4.4806822018203314e-30
Penerapan Algoritma One Time Pad Pada Pesan Rahasia Menggunakan QR Code Berbasis Android,Penerapan Enkripsi,1.631435336932768e-30
Implementasi Algoritma Vigeneere Cipher dan GOST dalam Keamanan Data,Penerapan Keamanan Data,1.6081561397335138e-11
Penerapan Metode Hill Cipher Dan Caesar Cipher Pada Aplikasi Wireless Lan Chatting,Penerapan Enkripsi,2.3744004536065318e-26
 Analisis teknologi Single Sign On SSO dengan penerapan Central Authentication Service CAS pada Universitas Bina Darma,Penerapan Teknologi Jaringan,7.0559027179574075e-40
Keamanan Basis Data Dengan Teknik Enkripsi,Penerapan Enkripsi,6.96138153629945e-27
E-Voting Berbasis Website Pada Pemilihan Kades Di Rantau Jaya Lake Dengan Keamanan Data Menggunakan Enkripsi Base 64,Penerapan Enkripsi,3.53170996439159e-39
Penerapan Algoritma Rail Fence Untuk Penghasil Pesan Rahasia Berbasis Android,Penerapan Keamanan Data,4.567319025770369e-25
Implementasi Firewall IPTables Untuk Mencegah Serangan Terhadap Webserver,Penerapan IT Forensik pada Jaringan,2.573397912048224e-11
 Implementasi Proxy Server dan Load Balancing Menggunakan Metode Per Connection Classifier PCC Berbasis Mikrotik Studi kasus Shmily net,Penerapan Teknologi Nirkabel,5.202186807769773e-36
PENERAPAN METODE CAMELIAN UNTUK KEAMANAN PESAN TEXT BERBASIS CHATTING,Penerapan Keamanan Data,2.759823715520769e-19
EFEKTIFITAS PENERAPAN MPLS-VPN UNTUK MENINGKATKAN PERFORMANSI LAYANAN MULTIMEDIA,Multimedia,6.019239162402469e-18
Kombinasi Algoritma AES RC4 dan Elgamal Dalam Skema Hybrid Untuk Keamanan Data,Penerapan Keamanan Data,3.8360872315018704e-26
Implementasi Intrusion Detection System Pada Rule Based System Menggunakan Sniffer Mode Pada Jaringan Lokal,Penerapan Teknologi Nirkabel,6.209311079011391e-27
Perancangan dan Implementasi Sistem Keamanan Berbasis IDS di Jaringan Internet Universitas Bina Darma,Penerapan Teknologi Jaringan,4.674981316109285e-31
Analisis Penerapan Sistem Operasi Linux dan Mikrotik terhadap Manajemen Keamanan dan Kecepatan Akses Studi Kasus Warnet Kota Palembang,Penerapan Keamanan Cyber,2.172809667777688e-45
Penerapan Sistem Keamanan Menggunakan Cryptography Pada Aplikasi Chatting Dengan Memodifikasi Algoritma Rivest Shamir Adleman RSA,Penerapan Enkripsi,6.9439173254502545e-34
IMPLEMENTASI TEKNOLOGI CLOUD PRIVATE NETWORK BERBASIS TEKNOLOGI VIRTUALISASI,Penerapan Virtualisasi Jaringan,1.740477262487707e-20
Pengujian Algoritma Load Balancing pada Web Server Menggunakan NGINX,Penerapan Teknologi Jaringan,6.260220741196631e-20
Kajian penerapan e-learning dalam proses pembelajaran di perguruan tinggi,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.42516639656218e-18
Dipublikasikan Tahun 2013 oleh,Penerapan Intelijen Bisnis,5.127888235625361e-12
LKP Penerapan DNS Server Dan Monitoring Jaringan Pada PT Miwon Indonesia,Penerapan Teknologi Jaringan,3.7535296137479393e-17
 ANALISIS DAN ARSITEKTUR SISTEM JARINGAN DUMB TERMINAL DAN DISKLES WINDOWS SERVER 2008,Penerapan Virtualisasi Jaringan,1.3534418187016754e-25
Penerapan Data Market Query DMQ pada Sistem Penilaian Berbasis Yii Framework,Penerapan Enkripsi,7.31772420169675e-39
 PERANCANGAN DAN IMPLEMENTASI VIRTUALISASI SERVER DENGAN CITRIX XENSERVER DI PT PLN PERSERO WILAYAH BANGKA BELITUNG,Penerapan Virtualisasi Jaringan,1.4222546036414596e-30
 Rancang Bangun Aplikasi Identifikasi Aset TIK Menggunakan QR Code Berbasis Android Studi Kasus Laboratorium Komputer UKRIDA Kampus 1,Penerapan Augmented Reality,1.00468060992996e-51
 ANALISIS PENERAPAN DAN UJI PERFORMA INTRUSION DETECTION SYSTEM IDS PADA JARINGAN BERBASIS SOFTWARE DEFINED NETWORK SDN …,Penerapan Virtualisasi Jaringan,8.222732209143957e-42
… PENERAPAN TEKNOLOGI MULTI PROTOCOL LABEL SWITCHING PADA JARINGAN TELEKOMUNIKASI INDOSAT OLEH PT ANUGRAH SENTOSA INFORMATIKA …,Penerapan Teknologi Jaringan,2.8280825517510773e-34
Strategi Perencanaan Dan Penerapan Teknologi Informasi Menggunakan Kerangka Togaf Versi 9 Studi Kasus Smkn Xyz,Integrasi Sistem dan Arsitektur,6.880108883679156e-36
Penyusunan Blueprint Infrastruktur Jaringan Komputer Menggunakan Analisis Swot Pada Stmik Lombok,Penerapan Virtualisasi Jaringan,3.627352902994273e-27
 Penerapan Smart Campus sebagai Pendukung Kegiatan Pendidikan dalam Tri Dharma Perguruan Tinggi,Penerapan Teknologi Nirkabel,4.760701237973492e-33
… PENJADWALAN MENGAJAR PRATIKUM ASISTEN LABORATORIUM SISTEM DAN JARINGAN KOMPUTER DI TEKNIK INFORMATIKA INSTITUT TEKNOLOGI …,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.2513441256335407e-34
Analisis Kinerja Load Balancing Dua Line Koneksi Dengan Metode Nth Studi Kasus Laboratorium Teknik Informatika Institut Teknologi Padang,Penerapan Teknologi Nirkabel,9.415402786403308e-51
Penerapan Teknologi Komputasi Awan Cloud Computing Untuk Pembelajaran Mahasiswa di Perguruan Tinggi,Penerapan Komputasi Awan,6.088232157861698e-26
Improvisasi Backpropagation menggunakan penerapan adaptive learning rate dan parallel training,Penerapan Morfologi Citra Digital,2.069655246520521e-44
Penerapan Perangkat Lunak Open Source Owncloud Sebagai Server Penyimpanan Data Berbasis WEB,Penerapan Keamanan Data,1.151651500174722e-33
Penerapan Learning Vector Quantization Penentuan Bidang Konsentrasi Tugas Akhir Studi Kasus Mahasiswa Teknik Informatika UIN Suska Riau,Penerapan Pengenalan Pola,5.760188031966622e-49
IMPLEMENTASI LAYANAN BERBASIS PERANGKAT BERGERAK UNTUK SISTEM INFORMASI AKADEMIK SMA NEGERI 1 TUMPANG MALANG,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.0537560279109876e-35
Implementasi Protokol Routing SPIN pada Wireless Sensor Network Menggunakan Media Komunikasi RF,Penerapan Teknologi Nirkabel,8.556312330272908e-20
Prototipe Sistem Informasi Dan Transaksi Layanan Stasiun Kereta Api Melalui Piranti Nirkabel,Penerapan Bisnis Elektronik Sistem Informasi,4.292457521931088e-30
Analisa Penerapan Teknologi UMTS Untuk Mengatasi Permasalahan Kapasitas Pada Jaringan 2G GSM,Penerapan Teknologi Jaringan,1.4745078069402927e-16
 ANALISIS DAN IMPLEMENTASI TEKNOLOGI BLUETOOTH PADA LOCAL AREA NETWORK DENGAN KONSEP HUBUNGAN PC TO PC,Penerapan Teknologi Jaringan,1.1948678761946754e-33
 ANALISA PENERAPAN TEKNOLOGI UMTS UNTUK MENGATASI PERMASALAHAN KAPASITAS PADA JARINGAN 2G GSM STUDI KASUS DI PT INDOSAT …,Penerapan Teknologi Jaringan,1.8366106820650362e-28
Implementasi Teknologi Biometrical Identification untuk Login Hotspot,Penerapan Teknologi Jaringan,2.795101123014728e-16
Analisis Pemanfaatan Bandwith Pada Off-Time Kantor Menggunakan Mikrotik Dan Radius Server,Penerapan Teknologi Nirkabel,7.121461798589272e-21
Penerapan Metode PPDIOO Dalam Pengembangan LAN Dan WLAN,Penerapan Teknologi Nirkabel,2.084010204260544e-14
Pemilihan Komponen Arsitektur Untuk Penentuan Posisi Pengunjung Pada Sistem Pemandu Museum,Penerapan Sistem Pendukung Keputusan,2.050307668963269e-27
PENGGUNAAN ALAT BUKTI DIGITAL DALAM KOMPUTER FORENSIK PADA PENYIDIKAN TINDAK PIDANA MAYANTARA DI DIREKTORAT KRIMINAL KHUSUS …,Penerapan IT Forensik pada Jaringan,2.1784152730934463e-19
Forensik Komputer Studi Kasus Universitas Klabat,Penerapan IT Forensik pada Jaringan,5.885421668807895e-16
Kerangka Investigasi Forensik Pada Peladen Pertukaran Berkas Samba Berdasarkan SNI ISO/IEC 27037 2014,Penerapan IT Forensik pada Jaringan,4.571525749978517e-27
ANALISIS MANIPULASI SUARA YANG TELAH DI EDIT DENGAN APLIKASI SMARTPHONE MENGGUNAKAN TEKNIK AUDIO FORENSIK SEBAGAI BARANG BUKTI …,Penerapan IT Forensik pada Jaringan,3.96244071154308e-35
 ANALISIS FORENSIK SOLID STATE DRIVE SSD MENGGUNAKAN FRAMEWORK GRR RAPID RESPONSE,Penerapan IT Forensik pada Jaringan,1.7603938484707526e-29
Investigasi Forensik pada E-mail Spoofing menggunakan Metode Header Analysis,Penerapan IT Forensik pada Jaringan,4.145164976849025e-20
 … VOIP Berbasis Session Initiation Protocol SIP Berbantuan Briker Versi 14 Untuk Pengukuran Quality Of Services Pada Jaringan Komputer di Fakultas Teknik …,Penerapan Teknologi Nirkabel,3.133654151114266e-39
Penerapan Framework OWASP dan Network Forensics untuk Analisis Deteksi dan Pencegahan Serangan Injeksi di Sisi Host-Based,Penerapan IT Forensik pada Jaringan,1.5368105354218087e-18
Analisis Forensik Digital Pada Frozen Solid State Drive Dengan Metode National Institute of Justice Nij,Penerapan IT Forensik pada Jaringan,1.4006890686102088e-36
 NASKAH AKADEMIK TEKNIK INFORMATIKA,Penerapan Manajemen Informasi,8.372089933316595e-14
